"scenario_id","year","total","end_use_id","fuel_type_id"
6,2011,412.0522,1,1
6,2012,409.9866,1,1
6,2013,408.8166,1,1
6,2014,410.6395,1,1
6,2015,412.9873,1,1
6,2016,415.156,1,1
6,2017,416.8238,1,1
6,2018,418.0572,1,1
6,2019,419.4066,1,1
6,2020,421.1631,1,1
6,2021,423.526,1,1
6,2022,426.2377,1,1
6,2023,429.087,1,1
6,2024,431.6889,1,1
6,2025,434.1547,1,1
6,2026,436.4035,1,1
6,2027,438.6011,1,1
6,2028,440.7349,1,1
6,2029,442.78,1,1
6,2030,444.7904,1,1
6,2031,446.7778,1,1
6,2032,448.7523,1,1
6,2033,450.7197,1,1
6,2034,452.635,1,1
6,2035,454.4416,1,1
6,2036,456.3095,1,1
6,2037,458.0702,1,1
6,2038,459.7225,1,1
6,2039,461.3121,1,1
6,2040,462.788,1,1
6,2041,464.1804,1,1
6,2042,465.538,1,1
6,2043,466.854,1,1
6,2044,468.0907,1,1
6,2045,469.2306,1,1
6,2046,469.198,1,1
6,2047,470.2614,1,1
6,2048,471.2642,1,1
6,2049,472.178,1,1
6,2050,473.0205,1,1
6,2011,27.10243,1,2
6,2012,26.56183,1,2
6,2013,25.61468,1,2
6,2014,24.53365,1,2
6,2015,23.46565,1,2
6,2016,22.60737,1,2
6,2017,22.08953,1,2
6,2018,21.95749,1,2
6,2019,22.16708,1,2
6,2020,22.55944,1,2
6,2021,22.93082,1,2
6,2022,23.14425,1,2
6,2023,23.21063,1,2
6,2024,23.2234,1,2
6,2025,23.26139,1,2
6,2026,23.33428,1,2
6,2027,23.4324,1,2
6,2028,23.53263,1,2
6,2029,23.63584,1,2
6,2030,23.73552,1,2
6,2031,23.83121,1,2
6,2032,23.92262,1,2
6,2033,24.01134,1,2
6,2034,24.09344,1,2
6,2035,24.16774,1,2
6,2036,24.24821,1,2
6,2037,24.32513,1,2
6,2038,24.39835,1,2
6,2039,24.47093,1,2
6,2040,24.53866,1,2
6,2041,24.60368,1,2
6,2042,24.66939,1,2
6,2043,24.73498,1,2
6,2044,24.7972,1,2
6,2045,24.85447,1,2
6,2046,24.80803,1,2
6,2047,24.8646,1,2
6,2048,24.91845,1,2
6,2049,24.96712,1,2
6,2050,25.0119,1,2
6,2011,0.7399377,1,3
6,2012,0.7532151,1,3
6,2013,0.7614305,1,3
6,2014,0.7689357,1,3
6,2015,0.7744127,1,3
6,2016,0.7797309,1,3
6,2017,0.7867691,1,3
6,2018,0.7944447,1,3
6,2019,0.7999209,1,3
6,2020,0.8015432,1,3
6,2021,0.7999184,1,3
6,2022,0.7972049,1,3
6,2023,0.7959354,1,3
6,2024,0.796896,1,3
6,2025,0.799486,1,3
6,2026,0.8022842,1,3
6,2027,0.8049877,1,3
6,2028,0.8073718,1,3
6,2029,0.8097196,1,3
6,2030,0.8119746,1,3
6,2031,0.8141497,1,3
6,2032,0.8162469,1,3
6,2033,0.8183124,1,3
6,2034,0.8202146,1,3
6,2035,0.8218905,1,3
6,2036,0.8238094,1,3
6,2037,0.8256259,1,3
6,2038,0.8273376,1,3
6,2039,0.8290518,1,3
6,2040,0.8306301,1,3
6,2041,0.8321459,1,3
6,2042,0.8337175,1,3
6,2043,0.8353197,1,3
6,2044,0.8368432,1,3
6,2045,0.8382359,1,3
6,2046,0.8373311,1,3
6,2047,0.8387192,1,3
6,2048,0.8400565,1,3
6,2049,0.8412622,1,3
6,2050,0.8423789,1,3
6,2011,0.7399377,1,4
6,2012,0.7532151,1,4
6,2013,0.7614305,1,4
6,2014,0.7689357,1,4
6,2015,0.7744127,1,4
6,2016,0.7797309,1,4
6,2017,0.7867691,1,4
6,2018,0.7944447,1,4
6,2019,0.7999209,1,4
6,2020,0.8015432,1,4
6,2021,0.7999184,1,4
6,2022,0.7972049,1,4
6,2023,0.7959354,1,4
6,2024,0.796896,1,4
6,2025,0.799486,1,4
6,2026,0.8022842,1,4
6,2027,0.8049877,1,4
6,2028,0.8073718,1,4
6,2029,0.8097196,1,4
6,2030,0.8119746,1,4
6,2031,0.8141497,1,4
6,2032,0.8162469,1,4
6,2033,0.8183124,1,4
6,2034,0.8202146,1,4
6,2035,0.8218905,1,4
6,2036,0.8238094,1,4
6,2037,0.8256259,1,4
6,2038,0.8273376,1,4
6,2039,0.8290518,1,4
6,2040,0.8306301,1,4
6,2041,0.8321459,1,4
6,2042,0.8337175,1,4
6,2043,0.8353197,1,4
6,2044,0.8368432,1,4
6,2045,0.8382359,1,4
6,2046,0.8373311,1,4
6,2047,0.8387192,1,4
6,2048,0.8400565,1,4
6,2049,0.8412622,1,4
6,2050,0.8423789,1,4
6,2011,2.219813,1,5
6,2012,2.259646,1,5
6,2013,2.284292,1,5
6,2014,2.306807,1,5
6,2015,2.323239,1,5
6,2016,2.339193,1,5
6,2017,2.360308,1,5
6,2018,2.383334,1,5
6,2019,2.399763,1,5
6,2020,2.40463,1,5
6,2021,2.399756,1,5
6,2022,2.391614,1,5
6,2023,2.387807,1,5
6,2024,2.390688,1,5
6,2025,2.398458,1,5
6,2026,2.406852,1,5
6,2027,2.414963,1,5
6,2028,2.422115,1,5
6,2029,2.429159,1,5
6,2030,2.435924,1,5
6,2031,2.442449,1,5
6,2032,2.448741,1,5
6,2033,2.454937,1,5
6,2034,2.460644,1,5
6,2035,2.465671,1,5
6,2036,2.471428,1,5
6,2037,2.476878,1,5
6,2038,2.482012,1,5
6,2039,2.487155,1,5
6,2040,2.49189,1,5
6,2041,2.496438,1,5
6,2042,2.501153,1,5
6,2043,2.505959,1,5
6,2044,2.510529,1,5
6,2045,2.514708,1,5
6,2046,2.511994,1,5
6,2047,2.516158,1,5
6,2048,2.52017,1,5
6,2049,2.523787,1,5
6,2050,2.527136,1,5
6,2011,0.1479876,1,6
6,2012,0.1506431,1,6
6,2013,0.1522862,1,6
6,2014,0.1537871,1,6
6,2015,0.1548825,1,6
6,2016,0.1559462,1,6
6,2017,0.1573539,1,6
6,2018,0.1588889,1,6
6,2019,0.1599842,1,6
6,2020,0.1603087,1,6
6,2021,0.1599837,1,6
6,2022,0.159441,1,6
6,2023,0.1591871,1,6
6,2024,0.1593792,1,6
6,2025,0.1598972,1,6
6,2026,0.1604568,1,6
6,2027,0.1609975,1,6
