"scenario_id","year","total","end_use_id","fuel_type_id"
57,2011,1.177955,1,1
57,2012,1.194755,1,1
57,2013,1.227051,1,1
57,2014,1.259002,1,1
57,2015,1.290611,1,1
57,2016,1.324905,1,1
57,2017,1.351878,1,1
57,2018,1.380034,1,1
57,2019,1.405829,1,1
57,2020,1.427711,1,1
57,2021,1.451066,1,1
57,2022,1.47418,1,1
57,2023,1.492762,1,1
57,2024,1.505639,1,1
57,2025,1.513452,1,1
57,2026,1.516233,1,1
57,2027,1.516499,1,1
57,2028,1.517813,1,1
57,2029,1.519072,1,1
57,2030,1.520327,1,1
57,2031,1.521355,1,1
57,2032,1.518974,1,1
57,2033,1.520006,1,1
57,2034,1.521041,1,1
57,2035,1.522077,1,1
57,2036,1.522886,1,1
57,2037,1.518226,1,1
57,2038,1.51904,1,1
57,2039,1.519854,1,1
57,2040,1.520669,1,1
57,2041,1.521261,1,1
57,2042,1.51415,1,1
57,2043,1.514573,1,1
57,2044,1.514999,1,1
57,2045,1.515428,1,1
57,2046,1.522084,1,1
57,2047,1.519164,1,1
57,2048,1.525836,1,1
57,2049,1.532513,1,1
57,2050,1.539193,1,1
57,2011,0.5400579,1,2
57,2012,0.5068031,1,2
57,2013,0.5022757,1,2
57,2014,0.4996988,1,2
57,2015,0.4980143,1,2
57,2016,0.496966,1,2
57,2017,0.4937852,1,2
57,2018,0.493265,1,2
57,2019,0.4928366,1,2
57,2020,0.4924807,1,2
57,2021,0.4922113,1,2
57,2022,0.4916054,1,2
57,2023,0.4915046,1,2
57,2024,0.4914596,1,2
57,2025,0.4914444,1,2
57,2026,0.4914407,1,2
57,2027,0.4899088,1,2
57,2028,0.4899087,1,2
57,2029,0.4899087,1,2
57,2030,0.4899087,1,2
57,2031,0.4899087,1,2
57,2032,0.4872723,1,2
57,2033,0.4872723,1,2
57,2034,0.4872723,1,2
57,2035,0.4872723,1,2
57,2036,0.4872723,1,2
57,2037,0.4835307,1,2
57,2038,0.4835307,1,2
57,2039,0.4835307,1,2
57,2040,0.4835307,1,2
57,2041,0.4835307,1,2
57,2042,0.478684,1,2
57,2043,0.478684,1,2
57,2044,0.478684,1,2
57,2045,0.478684,1,2
57,2046,0.478684,1,2
57,2047,0.4727319,1,2
57,2048,0.4727319,1,2
57,2049,0.4727319,1,2
57,2050,0.4727319,1,2
57,2011,1.352429,1,8
57,2012,1.273976,1,8
57,2013,1.262501,1,8
57,2014,1.250397,1,8
57,2015,1.238948,1,8
57,2016,1.234187,1,8
57,2017,1.224065,1,8
57,2018,1.218212,1,8
57,2019,1.213566,1,8
57,2020,1.203205,1,8
57,2021,1.194173,1,8
57,2022,1.186323,1,8
57,2023,1.180766,1,8
57,2024,1.179206,1,8
57,2025,1.181145,1,8
57,2026,1.182081,1,8
57,2027,1.183358,1,8
57,2028,1.185216,1,8
57,2029,1.187104,1,8
57,2030,1.188998,1,8
57,2031,1.190569,1,8
57,2032,1.190942,1,8
57,2033,1.192518,1,8
57,2034,1.194099,1,8
57,2035,1.195681,1,8
57,2036,1.196938,1,8
57,2037,1.196189,1,8
57,2038,1.197452,1,8
57,2039,1.198716,1,8
57,2040,1.199982,1,8
57,2041,1.200927,1,8
57,2042,1.198815,1,8
57,2043,1.199525,1,8
57,2044,1.200239,1,8
57,2045,1.200958,1,8
57,2046,1.210329,1,8
57,2047,1.216098,1,8
57,2048,1.225493,1,8
57,2049,1.234895,1,8
57,2050,1.2443,1,8
57,2011,0.01222297,1,9
57,2012,0.001446748,1,9
57,2013,0.0001989766,1,9
57,2014,3.01649e-05,1,9
57,2015,4.823017e-06,1,9
57,2016,7.912585e-07,1,9
57,2017,1.272349e-07,1,9
57,2018,1.986344e-08,1,9
57,2019,2.924805e-09,1,9
57,2020,3.914967e-10,1,9
57,2021,4.634503e-11,1,9
57,2022,4.669683e-12,1,9
57,2023,3.839315e-13,1,9
57,2024,2.46295e-14,1,9
57,2025,1.179488e-15,1,9
57,2026,4.029014e-17,1,9
57,2027,9.432787e-19,1,9
57,2028,1.452586e-20,1,9
57,2029,1.412752e-22,1,9
57,2030,8.335153e-25,1,9
57,2031,2.865113e-27,1,9
57,2032,5.514182e-30,1,9
57,2033,5.708887e-33,1,9
57,2034,3.054791e-36,1,9
57,2035,8.117151e-40,1,9
57,2036,1.028841e-43,1,9
57,2037,5.978173e-48,1,9
57,2038,1.5301e-52,1,9
57,2039,1.657736e-57,1,9
57,2040,0,1,9
57,2041,0,1,9
57,2042,0,1,9
57,2043,0,1,9
57,2044,0,1,9
57,2045,0,1,9
57,2046,0,1,9
57,2047,0,1,9
57,2048,0,1,9
57,2049,0,1,9
57,2050,0,1,9
57,2011,0,1,5
57,2012,0.06705139,1,5
57,2013,0.06644747,1,5
57,2014,0.0658104,1,5
57,2015,0.06520783,1,5
57,2016,0.06495725,1,5
57,2017,0.06442451,1,5
57,2018,0.06411646,1,5
57,2019,0.06387189,1,5
57,2020,0.06332662,1,5
57,2021,0.06285124,1,5
57,2022,0.06243806,1,5
57,2023,0.06214562,1,5
57,2024,0.06206352,1,5
57,2025,0.06216555,1,5
57,2026,0.0622148,1,5
57,2027,0.06228202,1,5
57,2028,0.06237979,1,5
57,2029,0.06247915,1,5
57,2030,0.06257886,1,5
57,2031,0.06266156,1,5
57,2032,0.06268117,1,5
57,2033,0.06276413,1,5
57,2034,0.06284734,1,5
57,2035,0.06293062,1,5
57,2036,0.06299675,1,5
57,2037,0.06295731,1,5
57,2038,0.0630238,1,5
57,2039,0.06309035,1,5
57,2040,0.06315694,1,5
57,2041,0.0632067,1,5
57,2042,0.06309557,1,5
57,2043,0.06313289,1,5
57,2044,0.06317048,1,5
57,2045,0.06320832,1,5
57,2046,0.06370158,1,5
57,2047,0.06400518,1,5
57,2048,0.06449963,1,5
57,2049,0.06499452,1,5
57,2050,0.06548952,1,5
57,2011,0,2,1
57,2012,0,2,1
57,2013,0,2,1
57,2014,0,2,1
57,2015,0,2,1
57,2016,0,2,1
57,2017,0,2,1
57,2018,0,2,1
57,2019,0,2,1
57,2020,0,2,1
57,2021,0,2,1
57,2022,0,2,1
57,2023,0,2,1
57,2024,0,2,1
57,2025,0,2,1
57,2026,0,2,1
57,2027,0,2,1
57,2028,0,2,1
57,2029,0,2,1
57,2030,0,2,1
57,2031,0,2,1
57,2032,0,2,1
57,2033,0,2,1
57,2034,0,2,1
57,2035,0,2,1
57,2036,0,2,1
57,2037,0,2,1
57,2038,0,2,1
57,2039,0,2,1
57,2040,0,2,1
57,2041,0,2,1
57,2042,0,2,1
57,2043,0,2,1
57,2044,0,2,1
57,2045,0,2,1
57,2046,0,2,1
57,2047,0,2,1
57,2048,0,2,1
57,2049,0,2,1
57,2050,0,2,1
57,2011,0,2,2
57,2012,0,2,2
57,2013,0,2,2
57,2014,0,2,2
57,2015,0,2,2
57,2016,0,2,2
57,2017,0,2,2
57,2018,0,2,2
57,2019,0,2,2
57,2020,0,2,2
57,2021,0,2,2
57,2022,0,2,2
57,2023,0,2,2
57,2024,0,2,2
57,2025,0,2,2
57,2026,0,2,2
57,2027,0,2,2
57,2028,0,2,2
57,2029,0,2,2
57,2030,0,2,2
57,2031,0,2,2
57,2032,0,2,2
57,2033,0,2,2
57,2034,0,2,2
57,2035,0,2,2
57,2036,0,2,2
57,2037,0,2,2
57,2038,0,2,2
57,2039,0,2,2
57,2040,0,2,2
57,2041,0,2,2
57,2042,0,2,2
57,2043,0,2,2
57,2044,0,2,2
57,2045,0,2,2
57,2046,0,2,2
57,2047,0,2,2
57,2048,0,2,2
57,2049,0,2,2
57,2050,0,2,2
57,2011,0.1365096,2,8
57,2012,0.128327,2,8
57,2013,0.1285442,2,8
57,2014,0.1288344,2,8
57,2015,0.1292246,2,8
57,2016,0.129975,2,8
57,2017,0.1328491,2,8
57,2018,0.1338464,2,8
57,2019,0.1348613,2,8
57,2020,0.1358808,2,8
57,2021,0.1370078,2,8
57,2022,0.1409758,2,8
57,2023,0.1420506,2,8
57,2024,0.1431961,2,8
57,2025,0.14445,2,8
57,2026,0.1457831,2,8
57,2027,0.1498355,2,8
57,2028,0.1509591,2,8
57,2029,0.1518056,2,8
57,2030,0.1524188,2,8
57,2031,0.1529059,2,8
57,2032,0.1559482,2,8
57,2033,0.156382,2,8
