"scenario_id","zone_id","year","total","sector_id","fuel_type_id"
25,1,2011,5.285592e-05,1,1
25,1,2012,5.732126e-05,1,1
25,1,2013,6.463154e-05,1,1
25,1,2014,7.190928e-05,1,1
25,1,2015,7.912555e-05,1,1
25,1,2016,8.627048e-05,1,1
25,1,2017,8.677215e-05,1,1
25,1,2018,9.254683e-05,1,1
25,1,2019,9.79322e-05,1,1
25,1,2020,0.0001027149,1,1
25,1,2021,0.0001072562,1,1
25,1,2022,0.0001037267,1,1
25,1,2023,0.0001069813,1,1
25,1,2024,0.0001090274,1,1
25,1,2025,0.0001099917,1,1
25,1,2026,0.0001103222,1,1
25,1,2027,0.0001020058,1,1
25,1,2028,0.0001020184,1,1
25,1,2029,0.0001020198,1,1
25,1,2030,0.0001020199,1,1
25,1,2031,0.0001020199,1,1
25,1,2032,9.362198e-05,1,1
25,1,2033,9.362198e-05,1,1
25,1,2034,9.362198e-05,1,1
25,1,2035,9.362198e-05,1,1
25,1,2036,9.362198e-05,1,1
25,1,2037,8.522402e-05,1,1
25,1,2038,8.522402e-05,1,1
25,1,2039,8.522402e-05,1,1
25,1,2040,8.522402e-05,1,1
25,1,2041,8.522402e-05,1,1
25,1,2042,7.682606e-05,1,1
25,1,2043,7.682606e-05,1,1
25,1,2044,7.682606e-05,1,1
25,1,2045,7.682606e-05,1,1
25,1,2046,7.682606e-05,1,1
25,1,2047,6.842811e-05,1,1
25,1,2048,6.842811e-05,1,1
25,1,2049,6.842811e-05,1,1
25,1,2050,6.842811e-05,1,1
25,1,2011,1.26824e-05,1,2
25,1,2012,2.968258e-06,1,2
25,1,2013,1.94841e-06,1,2
25,1,2014,1.343711e-06,1,2
25,1,2015,9.416781e-07,1,2
25,1,2016,6.852029e-07,1,2
25,1,2017,4.831373e-07,1,2
25,1,2018,3.61588e-07,1,2
25,1,2019,2.573036e-07,1,2
25,1,2020,1.796492e-07,1,2
25,1,2021,1.263608e-07,1,2
25,1,2022,8.740303e-08,1,2
25,1,2023,6.856867e-08,1,2
25,1,2024,6.009716e-08,1,2
25,1,2025,5.723022e-08,1,2
25,1,2026,5.65316e-08,1,2
25,1,2027,5.641245e-08,1,2
25,1,2028,5.640051e-08,1,2
25,1,2029,5.639966e-08,1,2
25,1,2030,5.639962e-08,1,2
25,1,2031,5.639962e-08,1,2
25,1,2032,5.639962e-08,1,2
25,1,2033,5.639962e-08,1,2
25,1,2034,5.639962e-08,1,2
25,1,2035,5.639962e-08,1,2
25,1,2036,5.639962e-08,1,2
25,1,2037,5.639962e-08,1,2
25,1,2038,5.639962e-08,1,2
25,1,2039,5.639962e-08,1,2
25,1,2040,5.639962e-08,1,2
25,1,2041,5.639962e-08,1,2
25,1,2042,5.639962e-08,1,2
25,1,2043,5.639962e-08,1,2
25,1,2044,5.639962e-08,1,2
25,1,2045,5.639962e-08,1,2
25,1,2046,5.639962e-08,1,2
25,1,2047,5.639962e-08,1,2
25,1,2048,5.639962e-08,1,2
25,1,2049,5.639962e-08,1,2
25,1,2050,5.639962e-08,1,2
25,1,2011,0.0003542736,1,7
25,1,2012,0.0003390882,1,7
25,1,2013,0.0003328132,1,7
25,1,2014,0.000326248,1,7
25,1,2015,0.0003196399,1,7
25,1,2016,0.0003130186,1,7
25,1,2017,0.0002927805,1,7
25,1,2018,0.0002872001,1,7
25,1,2019,0.0002819851,1,7
25,1,2020,0.0002780524,1,7
25,1,2021,0.0002748056,1,7
25,1,2022,0.0002589501,1,7
25,1,2023,0.0002566393,1,7
25,1,2024,0.0002552511,1,7
25,1,2025,0.000254698,1,7
25,1,2026,0.0002546367,1,7
25,1,2027,0.0002423807,1,7
25,1,2028,0.0002425178,1,7
25,1,2029,0.0002426058,1,7
25,1,2030,0.0002426448,1,7
25,1,2031,0.0002426569,1,7
25,1,2032,0.0002302806,1,7
25,1,2033,0.0002302809,1,7
25,1,2034,0.000230281,1,7
25,1,2035,0.000230281,1,7
25,1,2036,0.000230281,1,7
25,1,2037,0.000217902,1,7
25,1,2038,0.000217902,1,7
25,1,2039,0.000217902,1,7
25,1,2040,0.000217902,1,7
25,1,2041,0.000217902,1,7
25,1,2042,0.0002055231,1,7
25,1,2043,0.0002055231,1,7
25,1,2044,0.0002055231,1,7
25,1,2045,0.0002055231,1,7
25,1,2046,0.0002055231,1,7
25,1,2047,0.0001931442,1,7
25,1,2048,0.0001931442,1,7
25,1,2049,0.0001931442,1,7
25,1,2050,0.0001931442,1,7
25,1,2011,4.396842e-06,1,9
25,1,2012,2.759619e-07,1,9
25,1,2013,3.5329e-08,1,9
25,1,2014,5.097304e-09,1,9
25,1,2015,7.933584e-10,1,9
25,1,2016,1.275056e-10,1,9
25,1,2017,1.892891e-11,1,9
25,1,2018,2.973403e-12,1,9
25,1,2019,4.415868e-13,1,9
25,1,2020,7.584645e-08,1,9
25,1,2021,1.847585e-07,1,9
25,1,2022,2.63759e-07,1,9
25,1,2023,3.115846e-07,1,9
25,1,2024,3.348155e-07,1,9
25,1,2025,3.435178e-07,1,9
25,1,2026,3.459335e-07,1,9
25,1,2027,3.46411e-07,1,9
25,1,2028,3.464756e-07,1,9
25,1,2029,3.464813e-07,1,9
25,1,2030,3.464816e-07,1,9
25,1,2031,3.464817e-07,1,9
25,1,2032,3.464817e-07,1,9
25,1,2033,3.464817e-07,1,9
25,1,2034,3.464817e-07,1,9
25,1,2035,3.464817e-07,1,9
25,1,2036,3.464817e-07,1,9
25,1,2037,3.464817e-07,1,9
25,1,2038,3.464817e-07,1,9
25,1,2039,3.464817e-07,1,9
25,1,2040,3.464817e-07,1,9
25,1,2041,3.464817e-07,1,9
25,1,2042,3.464817e-07,1,9
25,1,2043,3.464817e-07,1,9
25,1,2044,3.464817e-07,1,9
25,1,2045,3.464817e-07,1,9
25,1,2046,3.464817e-07,1,9
25,1,2047,3.464817e-07,1,9
25,1,2048,3.464817e-07,1,9
25,1,2049,3.464817e-07,1,9
25,1,2050,3.464817e-07,1,9
25,1,2011,0,1,5
25,1,2012,0,1,5
25,1,2013,0,1,5
25,1,2014,0,1,5
25,1,2015,0,1,5
25,1,2016,0,1,5
25,1,2017,0,1,5
25,1,2018,0,1,5
25,1,2019,0,1,5
25,1,2020,0,1,5
25,1,2021,0,1,5
25,1,2022,0,1,5
25,1,2023,0,1,5
25,1,2024,0,1,5
25,1,2025,0,1,5
25,1,2026,0,1,5
25,1,2027,0,1,5
25,1,2028,0,1,5
25,1,2029,0,1,5
25,1,2030,0,1,5
25,1,2031,0,1,5
25,1,2032,0,1,5
25,1,2033,0,1,5
25,1,2034,0,1,5
25,1,2035,0,1,5
25,1,2036,0,1,5
25,1,2037,0,1,5
25,1,2038,0,1,5
25,1,2039,0,1,5
25,1,2040,0,1,5
25,1,2041,0,1,5
25,1,2042,0,1,5
25,1,2043,0,1,5
25,1,2044,0,1,5
25,1,2045,0,1,5
25,1,2046,0,1,5
25,1,2047,0,1,5
25,1,2048,0,1,5
25,1,2049,0,1,5
25,1,2050,0,1,5
25,1,2011,0.0004560349,2,1
25,1,2012,0.0004280455,2,1
25,1,2013,0.0004280455,2,1
25,1,2014,0.0004280455,2,1
25,1,2015,0.0004280455,2,1
25,1,2016,0.0004280455,2,1
25,1,2017,0.0004000561,2,1
25,1,2018,0.0004000561,2,1
25,1,2019,0.0004000561,2,1
25,1,2020,0.0004000561,2,1
25,1,2021,0.0004000561,2,1
25,1,2022,0.0003720666,2,1
25,1,2023,0.0003720666,2,1
25,1,2024,0.0003720666,2,1
25,1,2025,0.0003720666,2,1
25,1,2026,0.0003720666,2,1
25,1,2027,0.0003440772,2,1
25,1,2028,0.0003440772,2,1
25,1,2029,0.0003440772,2,1
25,1,2030,0.0003440772,2,1
25,1,2031,0.0003440772,2,1
25,1,2032,0.0003160878,2,1
25,1,2033,0.0003160878,2,1
25,1,2034,0.0003160878,2,1
25,1,2035,0.0003160878,2,1
25,1,2036,0.0003160878,2,1
25,1,2037,0.0002880984,2,1
25,1,2038,0.0002880984,2,1
25,1,2039,0.0002880984,2,1
25,1,2040,0.0002880984,2,1
25,1,2041,0.0002880984,2,1
25,1,2042,0.000260109,2,1
25,1,2043,0.000260109,2,1
25,1,2044,0.000260109,2,1
25,1,2045,0.000260109,2,1
25,1,2046,0.000260109,2,1
25,1,2047,0.0002321196,2,1
25,1,2048,0.0002321196,2,1
25,1,2049,0.0002321196,2,1
25,1,2050,0.0002321196,2,1
25,1,2011,0.0004595469,2,2
25,1,2012,0.0004391738,2,2
25,1,2013,0.0004391738,2,2
25,1,2014,0.0004391738,2,2
25,1,2015,0.0004391738,2,2
25,1,2016,0.0004391738,2,2
25,1,2017,0.0004188008,2,2
25,1,2018,0.0004188008,2,2
25,1,2019,0.0004188008,2,2
25,1,2020,0.0004188008,2,2
25,1,2021,0.0004188008,2,2
25,1,2022,0.0003984277,2,2
25,1,2023,0.0003984277,2,2
25,1,2024,0.0003984277,2,2
25,1,2025,0.0003984277,2,2
25,1,2026,0.0003984277,2,2
25,1,2027,0.0003780546,2,2
25,1,2028,0.0003780546,2,2
25,1,2029,0.0003780546,2,2
25,1,2030,0.0003780546,2,2
25,1,2031,0.0003780546,2,2
25,1,2032,0.0003576816,2,2
25,1,2033,0.0003576816,2,2
25,1,2034,0.0003576816,2,2
25,1,2035,0.0003576816,2,2
25,1,2036,0.0003576816,2,2
25,1,2037,0.0003373085,2,2
25,1,2038,0.0003373085,2,2
25,1,2039,0.0003373085,2,2
25,1,2040,0.0003373085,2,2
25,1,2041,0.0003373085,2,2
25,1,2042,0.0003169355,2,2
25,1,2043,0.0003169355,2,2
25,1,2044,0.0003169355,2,2
25,1,2045,0.0003169355,2,2
