"scenario_id","year","total","sector_id","fuel_type_id"
42,2011,0.2211428,1,1
42,2012,0.2434482,1,1
42,2013,0.274885,1,1
42,2014,0.3057645,1,1
42,2015,0.3361882,1,1
42,2016,0.3727277,1,1
42,2017,0.408064,1,1
42,2018,0.4407994,1,1
42,2019,0.4716352,1,1
42,2020,0.4989245,1,1
42,2021,0.5301533,1,1
42,2022,0.5607609,1,1
42,2023,0.5876859,1,1
42,2024,0.609025,1,1
42,2025,0.6253495,1,1
42,2026,0.6371836,1,1
42,2027,0.6479356,1,1
42,2028,0.6583818,1,1
42,2029,0.6687725,1,1
42,2030,0.6791562,1,1
42,2031,0.6895393,1,1
42,2032,0.6999222,1,1
42,2033,0.7103052,1,1
42,2034,0.7206881,1,1
42,2035,0.7310712,1,1
42,2036,0.7414546,1,1
42,2037,0.7518383,1,1
42,2038,0.7622227,1,1
42,2039,0.7726072,1,1
42,2040,0.7829917,1,1
42,2041,0.7933763,1,1
42,2042,0.8037184,1,1
42,2043,0.814061,1,1
42,2044,0.8244042,1,1
42,2045,0.834748,1,1
42,2046,0.8472522,1,1
42,2047,0.8597694,1,1
42,2048,0.8722867,1,1
42,2049,0.8848041,1,1
42,2050,0.8973216,1,1
42,2011,0.3675662,1,2
42,2012,0.07407397,1,2
42,2013,0.04781847,1,2
42,2014,0.03287425,1,2
42,2015,0.02308416,1,2
42,2016,0.01697902,1,2
42,2017,0.01283751,1,2
42,2018,0.009672751,1,2
42,2019,0.00698693,1,2
42,2020,0.005203246,1,2
42,2021,0.00404673,1,2
42,2022,0.003277275,1,2
42,2023,0.00286092,1,2
42,2024,0.00269803,1,2
42,2025,0.002671955,1,2
42,2026,0.002698631,1,2
42,2027,0.002740545,1,2
42,2028,0.002784955,1,2
42,2029,0.002829654,1,2
42,2030,0.002874372,1,2
42,2031,0.002919092,1,2
42,2032,0.002963812,1,2
42,2033,0.003008532,1,2
42,2034,0.003053251,1,2
42,2035,0.003097971,1,2
42,2036,0.003142691,1,2
42,2037,0.003187411,1,2
42,2038,0.00323213,1,2
42,2039,0.00327685,1,2
