"scenario_id","zone_id","year","total","sector_id","fuel_type_id"
18,1,2011,5.285592e-05,1,1
18,1,2012,6.094755e-05,1,1
18,1,2013,6.868553e-05,1,1
18,1,2014,7.638184e-05,1,1
18,1,2015,8.400534e-05,1,1
18,1,2016,9.15454e-05,1,1
18,1,2017,9.805108e-05,1,1
18,1,2018,0.0001044637,1,1
18,1,2019,0.0001104264,1,1
18,1,2020,0.0001157752,1,1
18,1,2021,0.0001208978,1,1
18,1,2022,0.0001250245,1,1
18,1,2023,0.0001289494,1,1
18,1,2024,0.0001314163,1,1
18,1,2025,0.0001325787,1,1
18,1,2026,0.0001329771,1,1
18,1,2027,0.0001322343,1,1
18,1,2028,0.0001322506,1,1
18,1,2029,0.0001322524,1,1
18,1,2030,0.0001322526,1,1
18,1,2031,0.0001322526,1,1
18,1,2032,0.0001314128,1,1
18,1,2033,0.0001314128,1,1
18,1,2034,0.0001314128,1,1
18,1,2035,0.0001314128,1,1
18,1,2036,0.0001314128,1,1
18,1,2037,0.000130573,1,1
18,1,2038,0.000130573,1,1
18,1,2039,0.000130573,1,1
18,1,2040,0.000130573,1,1
18,1,2041,0.000130573,1,1
18,1,2042,0.0001297332,1,1
18,1,2043,0.0001297332,1,1
18,1,2044,0.0001297332,1,1
18,1,2045,0.0001297332,1,1
18,1,2046,0.0001297332,1,1
18,1,2047,0.0001288934,1,1
18,1,2048,0.0001288934,1,1
18,1,2049,0.0001288934,1,1
18,1,2050,0.0001288934,1,1
18,1,2011,1.26824e-05,1,2
18,1,2012,3.152724e-06,1,2
18,1,2013,2.066896e-06,1,2
18,1,2014,1.423771e-06,1,2
18,1,2015,9.964824e-07,1,2
18,1,2016,7.2409e-07,1,2
18,1,2017,5.401676e-07,1,2
18,1,2018,4.03246e-07,1,2
18,1,2019,2.86262e-07,1,2
18,1,2020,1.981399e-07,1,2
18,1,2021,1.368339e-07,1,2
18,1,2022,9.498122e-08,1,2
18,1,2023,7.154482e-08,1,2
18,1,2024,6.10061e-08,1,2
18,1,2025,5.743676e-08,1,2
18,1,2026,5.656507e-08,1,2
18,1,2027,5.64174e-08,1,2
18,1,2028,5.640087e-08,1,2
18,1,2029,5.639967e-08,1,2
18,1,2030,5.639962e-08,1,2
18,1,2031,5.639962e-08,1,2
18,1,2032,5.639962e-08,1,2
18,1,2033,5.639962e-08,1,2
18,1,2034,5.639962e-08,1,2
18,1,2035,5.639962e-08,1,2
18,1,2036,5.639962e-08,1,2
18,1,2037,5.639962e-08,1,2
18,1,2038,5.639962e-08,1,2
18,1,2039,5.639962e-08,1,2
18,1,2040,5.639962e-08,1,2
18,1,2041,5.639962e-08,1,2
18,1,2042,5.639962e-08,1,2
18,1,2043,5.639962e-08,1,2
18,1,2044,5.639962e-08,1,2
18,1,2045,5.639962e-08,1,2
18,1,2046,5.639962e-08,1,2
18,1,2047,5.639962e-08,1,2
18,1,2048,5.639962e-08,1,2
18,1,2049,5.639962e-08,1,2
18,1,2050,5.639962e-08,1,2
18,1,2011,0.0003542736,1,7
18,1,2012,0.0003530653,1,7
18,1,2013,0.0003464919,1,7
18,1,2014,0.0003396167,1,7
18,1,2015,0.0003327045,1,7
18,1,2016,0.0003257873,1,7
18,1,2017,0.0003177759,1,7
18,1,2018,0.0003117302,1,7
18,1,2019,0.000306104,1,7
18,1,2020,0.0003017745,1,7
18,1,2021,0.0002981202,1,7
18,1,2022,0.0002933327,1,7
18,1,2023,0.0002905481,1,7
18,1,2024,0.0002888651,1,7
18,1,2025,0.0002881763,1,7
18,1,2026,0.0002880706,1,7
18,1,2027,0.0002869462,1,7
18,1,2028,0.0002870817,1,7
18,1,2029,0.0002871697,1,7
18,1,2030,0.0002872089,1,7
18,1,2031,0.0002872211,1,7
18,1,2032,0.0002859858,1,7
18,1,2033,0.0002859861,1,7
18,1,2034,0.0002859862,1,7
18,1,2035,0.0002859862,1,7
18,1,2036,0.0002859862,1,7
18,1,2037,0.0002847483,1,7
18,1,2038,0.0002847483,1,7
18,1,2039,0.0002847483,1,7
18,1,2040,0.0002847483,1,7
18,1,2041,0.0002847483,1,7
18,1,2042,0.0002835104,1,7
18,1,2043,0.0002835104,1,7
18,1,2044,0.0002835104,1,7
18,1,2045,0.0002835104,1,7
18,1,2046,0.0002835104,1,7
18,1,2047,0.0002822725,1,7
18,1,2048,0.0002822725,1,7
18,1,2049,0.0002822725,1,7
18,1,2050,0.0002822725,1,7
18,1,2011,4.396842e-06,1,9
18,1,2012,2.94694e-07,1,9
18,1,2013,3.778424e-08,1,9
18,1,2014,5.456609e-09,1,9
18,1,2015,8.494799e-10,1,9
18,1,2016,1.364833e-10,1,9
18,1,2017,2.178998e-11,1,9
18,1,2018,3.416639e-12,1,9
18,1,2019,5.064225e-13,1,9
18,1,2020,7.584646e-08,1,9
18,1,2021,1.847585e-07,1,9
18,1,2022,2.63759e-07,1,9
18,1,2023,3.115846e-07,1,9
18,1,2024,3.348155e-07,1,9
18,1,2025,3.435178e-07,1,9
18,1,2026,3.459335e-07,1,9
18,1,2027,3.46411e-07,1,9
18,1,2028,3.464756e-07,1,9
18,1,2029,3.464813e-07,1,9
18,1,2030,3.464816e-07,1,9
18,1,2031,3.464817e-07,1,9
18,1,2032,3.464817e-07,1,9
18,1,2033,3.464817e-07,1,9
18,1,2034,3.464817e-07,1,9
18,1,2035,3.464817e-07,1,9
18,1,2036,3.464817e-07,1,9
18,1,2037,3.464817e-07,1,9
18,1,2038,3.464817e-07,1,9
18,1,2039,3.464817e-07,1,9
18,1,2040,3.464817e-07,1,9
18,1,2041,3.464817e-07,1,9
18,1,2042,3.464817e-07,1,9
18,1,2043,3.464817e-07,1,9
18,1,2044,3.464817e-07,1,9
18,1,2045,3.464817e-07,1,9
18,1,2046,3.464817e-07,1,9
18,1,2047,3.464817e-07,1,9
18,1,2048,3.464817e-07,1,9
18,1,2049,3.464817e-07,1,9
18,1,2050,3.464817e-07,1,9
18,1,2011,0,1,5
18,1,2012,0,1,5
18,1,2013,0,1,5
18,1,2014,0,1,5
18,1,2015,0,1,5
18,1,2016,0,1,5
18,1,2017,0,1,5
18,1,2018,0,1,5
18,1,2019,0,1,5
18,1,2020,0,1,5
18,1,2021,0,1,5
18,1,2022,0,1,5
18,1,2023,0,1,5
18,1,2024,0,1,5
18,1,2025,0,1,5
18,1,2026,0,1,5
18,1,2027,0,1,5
18,1,2028,0,1,5
18,1,2029,0,1,5
18,1,2030,0,1,5
18,1,2031,0,1,5
18,1,2032,0,1,5
18,1,2033,0,1,5
18,1,2034,0,1,5
18,1,2035,0,1,5
18,1,2036,0,1,5
18,1,2037,0,1,5
18,1,2038,0,1,5
18,1,2039,0,1,5
18,1,2040,0,1,5
18,1,2041,0,1,5
18,1,2042,0,1,5
18,1,2043,0,1,5
18,1,2044,0,1,5
18,1,2045,0,1,5
18,1,2046,0,1,5
18,1,2047,0,1,5
18,1,2048,0,1,5
18,1,2049,0,1,5
18,1,2050,0,1,5
18,1,2011,0.0004560349,2,1
18,1,2012,0.0004532359,2,1
18,1,2013,0.0004532359,2,1
18,1,2014,0.0004532359,2,1
18,1,2015,0.0004532359,2,1
18,1,2016,0.0004532359,2,1
18,1,2017,0.000450437,2,1
18,1,2018,0.000450437,2,1
18,1,2019,0.000450437,2,1
18,1,2020,0.000450437,2,1
18,1,2021,0.000450437,2,1
18,1,2022,0.0004476381,2,1
18,1,2023,0.0004476381,2,1
18,1,2024,0.0004476381,2,1
18,1,2025,0.0004476381,2,1
18,1,2026,0.0004476381,2,1
18,1,2027,0.0004448391,2,1
18,1,2028,0.0004448391,2,1
18,1,2029,0.0004448391,2,1
18,1,2030,0.0004448391,2,1
18,1,2031,0.0004448391,2,1
18,1,2032,0.0004420402,2,1
18,1,2033,0.0004420402,2,1
18,1,2034,0.0004420402,2,1
18,1,2035,0.0004420402,2,1
18,1,2036,0.0004420402,2,1
18,1,2037,0.0004392412,2,1
18,1,2038,0.0004392412,2,1
18,1,2039,0.0004392412,2,1
18,1,2040,0.0004392412,2,1
18,1,2041,0.0004392412,2,1
18,1,2042,0.0004364423,2,1
18,1,2043,0.0004364423,2,1
18,1,2044,0.0004364423,2,1
18,1,2045,0.0004364423,2,1
18,1,2046,0.0004364423,2,1
18,1,2047,0.0004336434,2,1
18,1,2048,0.0004336434,2,1
18,1,2049,0.0004336434,2,1
18,1,2050,0.0004336434,2,1
18,1,2011,0.0004595469,2,2
18,1,2012,0.0004575096,2,2
18,1,2013,0.0004575096,2,2
18,1,2014,0.0004575096,2,2
18,1,2015,0.0004575096,2,2
18,1,2016,0.0004575096,2,2
18,1,2017,0.0004554723,2,2
18,1,2018,0.0004554723,2,2
18,1,2019,0.0004554723,2,2
18,1,2020,0.0004554723,2,2
18,1,2021,0.0004554723,2,2
18,1,2022,0.000453435,2,2
18,1,2023,0.000453435,2,2
18,1,2024,0.000453435,2,2
18,1,2025,0.000453435,2,2
18,1,2026,0.000453435,2,2
18,1,2027,0.0004513977,2,2
18,1,2028,0.0004513977,2,2
18,1,2029,0.0004513977,2,2
18,1,2030,0.0004513977,2,2
18,1,2031,0.0004513977,2,2
18,1,2032,0.0004493604,2,2
18,1,2033,0.0004493604,2,2
18,1,2034,0.0004493604,2,2
18,1,2035,0.0004493604,2,2
18,1,2036,0.0004493604,2,2
18,1,2037,0.0004473231,2,2
18,1,2038,0.0004473231,2,2
18,1,2039,0.0004473231,2,2
18,1,2040,0.0004473231,2,2
18,1,2041,0.0004473231,2,2
18,1,2042,0.0004452858,2,2
18,1,2043,0.0004452858,2,2
18,1,2044,0.0004452858,2,2
18,1,2045,0.0004452858,2,2
18,1,2046,0.0004452858,2,2
18,1,2047,0.0004432484,2,2
18,1,2048,0.0004432484,2,2
18,1,2049,0.0004432484,2,2
18,1,2050,0.0004432484,2,2
18,1,2011,0.0008453284,2,7
18,1,2012,0.0008435574,2,7
18,1,2013,0.0008435574,2,7
18,1,2014,0.0008435574,2,7
18,1,2015,0.0008435574,2,7
18,1,2016,0.0008435574,2,7
18,1,2017,0.0008417863,2,7
18,1,2018,0.0008417863,2,7
18,1,2019,0.0008417863,2,7
18,1,2020,0.0008417863,2,7
18,1,2021,0.0008417863,2,7
18,1,2022,0.0008400153,2,7
18,1,2023,0.0008400153,2,7
18,1,2024,0.0008400153,2,7
18,1,2025,0.0008400153,2,7
18,1,2026,0.0008400153,2,7
18,1,2027,0.0008382442,2,7
18,1,2028,0.0008382442,2,7
18,1,2029,0.0008382442,2,7
18,1,2030,0.0008382442,2,7
18,1,2031,0.0008382442,2,7
18,1,2032,0.0008364732,2,7
18,1,2033,0.0008364732,2,7
18,1,2034,0.0008364732,2,7
18,1,2035,0.0008364732,2,7
18,1,2036,0.0008364732,2,7
18,1,2037,0.0008347021,2,7
18,1,2038,0.0008347021,2,7
18,1,2039,0.0008347021,2,7
18,1,2040,0.0008347021,2,7
18,1,2041,0.0008347021,2,7
18,1,2042,0.0008329311,2,7
18,1,2043,0.0008329311,2,7
18,1,2044,0.0008329311,2,7
18,1,2045,0.0008329311,2,7
18,1,2046,0.0008329311,2,7
18,1,2047,0.00083116,2,7
18,1,2048,0.00083116,2,7
18,1,2049,0.00083116,2,7
18,1,2050,0.00083116,2,7
18,1,2011,0,2,9
18,1,2012,0,2,9
18,1,2013,0,2,9
18,1,2014,0,2,9
18,1,2015,0,2,9
18,1,2016,0,2,9
18,1,2017,0,2,9
18,1,2018,0,2,9
18,1,2019,0,2,9
18,1,2020,0,2,9
18,1,2021,0,2,9
18,1,2022,0,2,9
18,1,2023,0,2,9
18,1,2024,0,2,9
18,1,2025,0,2,9
18,1,2026,0,2,9
18,1,2027,0,2,9
18,1,2028,0,2,9
18,1,2029,0,2,9
18,1,2030,0,2,9
