"scenario_id","year","total","end_use_id","fuel_type_id"
12,2011,412.0522,1,1
12,2012,409.9866,1,1
12,2013,408.8166,1,1
12,2014,410.6395,1,1
12,2015,412.9873,1,1
12,2016,415.156,1,1
12,2017,416.8238,1,1
12,2018,418.0572,1,1
12,2019,419.4066,1,1
12,2020,421.1631,1,1
12,2021,423.526,1,1
12,2022,426.2377,1,1
12,2023,429.087,1,1
12,2024,431.6889,1,1
12,2025,434.1547,1,1
12,2026,436.4035,1,1
12,2027,438.6011,1,1
12,2028,440.7349,1,1
12,2029,442.78,1,1
12,2030,444.7904,1,1
12,2031,446.7778,1,1
12,2032,448.7523,1,1
12,2033,450.7197,1,1
12,2034,452.635,1,1
12,2035,454.4416,1,1
12,2036,456.3095,1,1
12,2037,458.0702,1,1
12,2038,459.7225,1,1
12,2039,461.3121,1,1
12,2040,462.788,1,1
12,2041,464.1804,1,1
12,2042,465.538,1,1
12,2043,466.854,1,1
12,2044,468.0907,1,1
12,2045,469.2306,1,1
12,2046,469.198,1,1
12,2047,470.2614,1,1
12,2048,471.2642,1,1
12,2049,472.178,1,1
12,2050,473.0205,1,1
12,2011,27.10243,1,2
12,2012,26.56183,1,2
12,2013,25.61468,1,2
12,2014,24.53365,1,2
12,2015,23.46565,1,2
12,2016,22.60737,1,2
12,2017,22.08953,1,2
12,2018,21.95749,1,2
12,2019,22.16708,1,2
12,2020,22.55944,1,2
12,2021,22.93082,1,2
12,2022,23.14425,1,2
12,2023,23.21063,1,2
12,2024,23.2234,1,2
12,2025,23.26139,1,2
12,2026,23.33428,1,2
12,2027,23.4324,1,2
12,2028,23.53263,1,2
12,2029,23.63584,1,2
12,2030,23.73552,1,2
12,2031,23.83121,1,2
12,2032,23.92262,1,2
12,2033,24.01134,1,2
12,2034,24.09344,1,2
12,2035,24.16774,1,2
12,2036,24.24821,1,2
12,2037,24.32513,1,2
12,2038,24.39835,1,2
12,2039,24.47093,1,2
12,2040,24.53866,1,2
12,2041,24.60368,1,2
12,2042,24.66939,1,2
12,2043,24.73498,1,2
12,2044,24.7972,1,2
12,2045,24.85447,1,2
12,2046,24.80803,1,2
12,2047,24.8646,1,2
12,2048,24.91845,1,2
12,2049,24.96712,1,2
12,2050,25.0119,1,2
12,2011,0.7399377,1,3
12,2012,0.7532151,1,3
12,2013,0.7614305,1,3
12,2014,0.7689357,1,3
12,2015,0.7744127,1,3
12,2016,0.7797309,1,3
12,2017,0.7867691,1,3
12,2018,0.7944447,1,3
12,2019,0.7999209,1,3
12,2020,0.8015432,1,3
12,2021,0.7999184,1,3
12,2022,0.7972049,1,3
12,2023,0.7959354,1,3
12,2024,0.796896,1,3
12,2025,0.799486,1,3
12,2026,0.8022842,1,3
12,2027,0.8049877,1,3
12,2028,0.8073718,1,3
12,2029,0.8097196,1,3
