"scenario_id","source_type","target_type","year","total","source_id","target_id"
42,"FuelType","Sector",2045,0.05305152,9,3
42,"FuelType","Sector",2046,0.05305152,9,3
42,"FuelType","Sector",2047,0.05533515,9,3
42,"FuelType","Sector",2048,0.05533515,9,3
42,"FuelType","Sector",2049,0.05533515,9,3
42,"FuelType","Sector",2050,0.05533515,9,3
42,"FuelType","Sector",2011,0.0008045895,9,6
42,"FuelType","Sector",2012,0.0008561394,9,6
42,"FuelType","Sector",2013,0.0008561394,9,6
42,"FuelType","Sector",2014,0.0008561394,9,6
42,"FuelType","Sector",2015,0.0008561394,9,6
42,"FuelType","Sector",2016,0.0008561394,9,6
42,"FuelType","Sector",2017,0.0008664981,9,6
42,"FuelType","Sector",2018,0.0008664981,9,6
42,"FuelType","Sector",2019,0.0008664981,9,6
42,"FuelType","Sector",2020,0.0008664981,9,6
42,"FuelType","Sector",2021,0.0008664981,9,6
42,"FuelType","Sector",2022,0.001272213,9,6
42,"FuelType","Sector",2023,0.001272213,9,6
42,"FuelType","Sector",2024,0.001272213,9,6
42,"FuelType","Sector",2025,0.001272213,9,6
42,"FuelType","Sector",2026,0.001272213,9,6
42,"FuelType","Sector",2027,0.001677927,9,6
42,"FuelType","Sector",2028,0.001677927,9,6
42,"FuelType","Sector",2029,0.001677927,9,6
42,"FuelType","Sector",2030,0.001677927,9,6
42,"FuelType","Sector",2031,0.001677927,9,6
42,"FuelType","Sector",2032,0.002083642,9,6
42,"FuelType","Sector",2033,0.002083642,9,6
42,"FuelType","Sector",2034,0.002083642,9,6
42,"FuelType","Sector",2035,0.002083642,9,6
42,"FuelType","Sector",2036,0.002083642,9,6
42,"FuelType","Sector",2037,0.002489357,9,6
42,"FuelType","Sector",2038,0.002489357,9,6
42,"FuelType","Sector",2039,0.002489357,9,6
42,"FuelType","Sector",2040,0.002489357,9,6
42,"FuelType","Sector",2041,0.002489357,9,6
42,"FuelType","Sector",2042,0.002895071,9,6
42,"FuelType","Sector",2043,0.002895071,9,6
42,"FuelType","Sector",2044,0.002895071,9,6
42,"FuelType","Sector",2045,0.002895071,9,6
42,"FuelType","Sector",2046,0.002895071,9,6
42,"FuelType","Sector",2047,0.003300786,9,6
42,"FuelType","Sector",2048,0.003300786,9,6
42,"FuelType","Sector",2049,0.003300786,9,6
42,"FuelType","Sector",2050,0.003300786,9,6
42,"Sector","EnergyUtilization",2011,1.830508,1,1
42,"Sector","EnergyUtilization",2012,1.871498,1,1
42,"Sector","EnergyUtilization",2013,1.863613,1,1
42,"Sector","EnergyUtilization",2014,1.855478,1,1
42,"Sector","EnergyUtilization",2015,1.847261,1,1
42,"Sector","EnergyUtilization",2016,1.862301,1,1
42,"Sector","EnergyUtilization",2017,1.876076,1,1
42,"Sector","EnergyUtilization",2018,1.890218,1,1
42,"Sector","EnergyUtilization",2019,1.904972,1,1
42,"Sector","EnergyUtilization",2020,1.924855,1,1
42,"Sector","EnergyUtilization",2021,1.962744,1,1
42,"Sector","EnergyUtilization",2022,2.000922,1,1
42,"Sector","EnergyUtilization",2023,2.039315,1,1
42,"Sector","EnergyUtilization",2024,2.077882,1,1
42,"Sector","EnergyUtilization",2025,2.11659,1,1
42,"Sector","EnergyUtilization",2026,2.153326,1,1
42,"Sector","EnergyUtilization",2027,2.190261,1,1
42,"Sector","EnergyUtilization",2028,2.227034,1,1
42,"Sector","EnergyUtilization",2029,2.263554,1,1
42,"Sector","EnergyUtilization",2030,2.299862,1,1
42,"Sector","EnergyUtilization",2031,2.336055,1,1
42,"Sector","EnergyUtilization",2032,2.372209,1,1
42,"Sector","EnergyUtilization",2033,2.408354,1,1
42,"Sector","EnergyUtilization",2034,2.444498,1,1
42,"Sector","EnergyUtilization",2035,2.480641,1,1
42,"Sector","EnergyUtilization",2036,2.516785,1,1
42,"Sector","EnergyUtilization",2037,2.55293,1,1
42,"Sector","EnergyUtilization",2038,2.589077,1,1
42,"Sector","EnergyUtilization",2039,2.625224,1,1
42,"Sector","EnergyUtilization",2040,2.661371,1,1
42,"Sector","EnergyUtilization",2041,2.697518,1,1
42,"Sector","EnergyUtilization",2042,2.733633,1,1
42,"Sector","EnergyUtilization",2043,2.769749,1,1
42,"Sector","EnergyUtilization",2044,2.805867,1,1
42,"Sector","EnergyUtilization",2045,2.841986,1,1
42,"Sector","EnergyUtilization",2046,2.883839,1,1
42,"Sector","EnergyUtilization",2047,2.925676,1,1
42,"Sector","EnergyUtilization",2048,2.967514,1,1
42,"Sector","EnergyUtilization",2049,3.009352,1,1
42,"Sector","EnergyUtilization",2050,3.05119,1,1
42,"Sector","EnergyUtilization",2011,0.1840053,1,2
42,"Sector","EnergyUtilization",2012,0.1531626,1,2
42,"Sector","EnergyUtilization",2013,0.1557907,1,2
42,"Sector","EnergyUtilization",2014,0.1598861,1,2
42,"Sector","EnergyUtilization",2015,0.1644807,1,2
42,"Sector","EnergyUtilization",2016,0.1711638,1,2
42,"Sector","EnergyUtilization",2017,0.1777969,1,2
42,"Sector","EnergyUtilization",2018,0.1838777,1,2
42,"Sector","EnergyUtilization",2019,0.1898255,1,2
42,"Sector","EnergyUtilization",2020,0.1979473,1,2
42,"Sector","EnergyUtilization",2021,0.2084788,1,2
42,"Sector","EnergyUtilization",2022,0.2185172,1,2
42,"Sector","EnergyUtilization",2023,0.2272323,1,2
42,"Sector","EnergyUtilization",2024,0.2342221,1,2
42,"Sector","EnergyUtilization",2025,0.2397069,1,2
42,"Sector","EnergyUtilization",2026,0.2444219,1,2
42,"Sector","EnergyUtilization",2027,0.2487642,1,2
42,"Sector","EnergyUtilization",2028,0.2529924,1,2
42,"Sector","EnergyUtilization",2029,0.2571973,1,2
42,"Sector","EnergyUtilization",2030,0.261399,1,2
42,"Sector","EnergyUtilization",2031,0.2656004,1,2
42,"Sector","EnergyUtilization",2032,0.2698017,1,2
42,"Sector","EnergyUtilization",2033,0.2740031,1,2
42,"Sector","EnergyUtilization",2034,0.2782045,1,2
42,"Sector","EnergyUtilization",2035,0.2824058,1,2
42,"Sector","EnergyUtilization",2036,0.2866072,1,2
42,"Sector","EnergyUtilization",2037,0.2908087,1,2
42,"Sector","EnergyUtilization",2038,0.2950102,1,2
42,"Sector","EnergyUtilization",2039,0.2992118,1,2
42,"Sector","EnergyUtilization",2040,0.3034133,1,2
42,"Sector","EnergyUtilization",2041,0.3076149,1,2
42,"Sector","EnergyUtilization",2042,0.3118217,1,2
42,"Sector","EnergyUtilization",2043,0.3160285,1,2
42,"Sector","EnergyUtilization",2044,0.3202354,1,2
42,"Sector","EnergyUtilization",2045,0.3244424,1,2
42,"Sector","EnergyUtilization",2046,0.3291034,1,2
42,"Sector","EnergyUtilization",2047,0.3337582,1,2
42,"Sector","EnergyUtilization",2048,0.338413,1,2
42,"Sector","EnergyUtilization",2049,0.3430677,1,2
42,"Sector","EnergyUtilization",2050,0.3477225,1,2
42,"Sector","EnergyUtilization",2011,5.1123,2,1
42,"Sector","EnergyUtilization",2012,5.195379,2,1
42,"Sector","EnergyUtilization",2013,5.195379,2,1
42,"Sector","EnergyUtilization",2014,5.195379,2,1
42,"Sector","EnergyUtilization",2015,5.195379,2,1
42,"Sector","EnergyUtilization",2016,5.195379,2,1
42,"Sector","EnergyUtilization",2017,5.352735,2,1
42,"Sector","EnergyUtilization",2018,5.352735,2,1
42,"Sector","EnergyUtilization",2019,5.352735,2,1
42,"Sector","EnergyUtilization",2020,5.352735,2,1
42,"Sector","EnergyUtilization",2021,5.352735,2,1
42,"Sector","EnergyUtilization",2022,5.546505,2,1
42,"Sector","EnergyUtilization",2023,5.546505,2,1
42,"Sector","EnergyUtilization",2024,5.546505,2,1
42,"Sector","EnergyUtilization",2025,5.546505,2,1
42,"Sector","EnergyUtilization",2026,5.546505,2,1
42,"Sector","EnergyUtilization",2027,5.740275,2,1
42,"Sector","EnergyUtilization",2028,5.740275,2,1
42,"Sector","EnergyUtilization",2029,5.740275,2,1
42,"Sector","EnergyUtilization",2030,5.740275,2,1
42,"Sector","EnergyUtilization",2031,5.740275,2,1
42,"Sector","EnergyUtilization",2032,5.934045,2,1
42,"Sector","EnergyUtilization",2033,5.934045,2,1
42,"Sector","EnergyUtilization",2034,5.934045,2,1
42,"Sector","EnergyUtilization",2035,5.934045,2,1
42,"Sector","EnergyUtilization",2036,5.934045,2,1
42,"Sector","EnergyUtilization",2037,6.127816,2,1
42,"Sector","EnergyUtilization",2038,6.127816,2,1
42,"Sector","EnergyUtilization",2039,6.127816,2,1
42,"Sector","EnergyUtilization",2040,6.127816,2,1
42,"Sector","EnergyUtilization",2041,6.127816,2,1
42,"Sector","EnergyUtilization",2042,6.321586,2,1
42,"Sector","EnergyUtilization",2043,6.321586,2,1
42,"Sector","EnergyUtilization",2044,6.321586,2,1
42,"Sector","EnergyUtilization",2045,6.321586,2,1
42,"Sector","EnergyUtilization",2046,6.321586,2,1
42,"Sector","EnergyUtilization",2047,6.515356,2,1
42,"Sector","EnergyUtilization",2048,6.515356,2,1
42,"Sector","EnergyUtilization",2049,6.515356,2,1
42,"Sector","EnergyUtilization",2050,6.515356,2,1
42,"Sector","EnergyUtilization",2011,1.212068,2,2
42,"Sector","EnergyUtilization",2012,1.231553,2,2
42,"Sector","EnergyUtilization",2013,1.231553,2,2
42,"Sector","EnergyUtilization",2014,1.231553,2,2
42,"Sector","EnergyUtilization",2015,1.231553,2,2
42,"Sector","EnergyUtilization",2016,1.231553,2,2
42,"Sector","EnergyUtilization",2017,1.2676,2,2
42,"Sector","EnergyUtilization",2018,1.2676,2,2
42,"Sector","EnergyUtilization",2019,1.2676,2,2
42,"Sector","EnergyUtilization",2020,1.2676,2,2
42,"Sector","EnergyUtilization",2021,1.2676,2,2
42,"Sector","EnergyUtilization",2022,1.312078,2,2
42,"Sector","EnergyUtilization",2023,1.312078,2,2
42,"Sector","EnergyUtilization",2024,1.312078,2,2
42,"Sector","EnergyUtilization",2025,1.312078,2,2
42,"Sector","EnergyUtilization",2026,1.312078,2,2
42,"Sector","EnergyUtilization",2027,1.356556,2,2
42,"Sector","EnergyUtilization",2028,1.356556,2,2
42,"Sector","EnergyUtilization",2029,1.356556,2,2
42,"Sector","EnergyUtilization",2030,1.356556,2,2
42,"Sector","EnergyUtilization",2031,1.356556,2,2
42,"Sector","EnergyUtilization",2032,1.401034,2,2
42,"Sector","EnergyUtilization",2033,1.401034,2,2
42,"Sector","EnergyUtilization",2034,1.401034,2,2
42,"Sector","EnergyUtilization",2035,1.401034,2,2
42,"Sector","EnergyUtilization",2036,1.401034,2,2
42,"Sector","EnergyUtilization",2037,1.445512,2,2
42,"Sector","EnergyUtilization",2038,1.445512,2,2
42,"Sector","EnergyUtilization",2039,1.445512,2,2
42,"Sector","EnergyUtilization",2040,1.445512,2,2
42,"Sector","EnergyUtilization",2041,1.445512,2,2
42,"Sector","EnergyUtilization",2042,1.48999,2,2
42,"Sector","EnergyUtilization",2043,1.48999,2,2
42,"Sector","EnergyUtilization",2044,1.48999,2,2
42,"Sector","EnergyUtilization",2045,1.48999,2,2
42,"Sector","EnergyUtilization",2046,1.48999,2,2
42,"Sector","EnergyUtilization",2047,1.534468,2,2
42,"Sector","EnergyUtilization",2048,1.534468,2,2
42,"Sector","EnergyUtilization",2049,1.534468,2,2
42,"Sector","EnergyUtilization",2050,1.534468,2,2
42,"Sector","EnergyUtilization",2011,0.5468528,3,1
42,"Sector","EnergyUtilization",2012,0.5571743,3,1
42,"Sector","EnergyUtilization",2013,0.5571743,3,1
42,"Sector","EnergyUtilization",2014,0.5571743,3,1
42,"Sector","EnergyUtilization",2015,0.5571743,3,1
42,"Sector","EnergyUtilization",2016,0.5571743,3,1
42,"Sector","EnergyUtilization",2017,0.5650146,3,1
42,"Sector","EnergyUtilization",2018,0.5650146,3,1
42,"Sector","EnergyUtilization",2019,0.5650146,3,1
42,"Sector","EnergyUtilization",2020,0.5650146,3,1
42,"Sector","EnergyUtilization",2021,0.5650146,3,1
42,"Sector","EnergyUtilization",2022,0.596052,3,1
42,"Sector","EnergyUtilization",2023,0.596052,3,1
42,"Sector","EnergyUtilization",2024,0.596052,3,1
42,"Sector","EnergyUtilization",2025,0.596052,3,1
42,"Sector","EnergyUtilization",2026,0.596052,3,1
42,"Sector","EnergyUtilization",2027,0.6270895,3,1
42,"Sector","EnergyUtilization",2028,0.6270895,3,1
42,"Sector","EnergyUtilization",2029,0.6270895,3,1
42,"Sector","EnergyUtilization",2030,0.6270895,3,1
42,"Sector","EnergyUtilization",2031,0.6270895,3,1
42,"Sector","EnergyUtilization",2032,0.658127,3,1
42,"Sector","EnergyUtilization",2033,0.658127,3,1
42,"Sector","EnergyUtilization",2034,0.658127,3,1
42,"Sector","EnergyUtilization",2035,0.658127,3,1
42,"Sector","EnergyUtilization",2036,0.658127,3,1
42,"Sector","EnergyUtilization",2037,0.6891644,3,1
42,"Sector","EnergyUtilization",2038,0.6891644,3,1
42,"Sector","EnergyUtilization",2039,0.6891644,3,1
42,"Sector","EnergyUtilization",2040,0.6891644,3,1
42,"Sector","EnergyUtilization",2041,0.6891644,3,1
42,"Sector","EnergyUtilization",2042,0.7202019,3,1
42,"Sector","EnergyUtilization",2043,0.7202019,3,1
42,"Sector","EnergyUtilization",2044,0.7202019,3,1
42,"Sector","EnergyUtilization",2045,0.7202019,3,1
42,"Sector","EnergyUtilization",2046,0.7202019,3,1
42,"Sector","EnergyUtilization",2047,0.7512394,3,1
42,"Sector","EnergyUtilization",2048,0.7512394,3,1
42,"Sector","EnergyUtilization",2049,0.7512394,3,1
42,"Sector","EnergyUtilization",2050,0.7512394,3,1
42,"Sector","EnergyUtilization",2011,0.285943,3,2
42,"Sector","EnergyUtilization",2012,0.29134,3,2
42,"Sector","EnergyUtilization",2013,0.29134,3,2
42,"Sector","EnergyUtilization",2014,0.29134,3,2
42,"Sector","EnergyUtilization",2015,0.29134,3,2
42,"Sector","EnergyUtilization",2016,0.29134,3,2
42,"Sector","EnergyUtilization",2017,0.2954396,3,2
42,"Sector","EnergyUtilization",2018,0.2954396,3,2
42,"Sector","EnergyUtilization",2019,0.2954396,3,2
42,"Sector","EnergyUtilization",2020,0.2954396,3,2
42,"Sector","EnergyUtilization",2021,0.2954396,3,2
42,"Sector","EnergyUtilization",2022,0.3116684,3,2
42,"Sector","EnergyUtilization",2023,0.3116684,3,2
42,"Sector","EnergyUtilization",2024,0.3116684,3,2
42,"Sector","EnergyUtilization",2025,0.3116684,3,2
42,"Sector","EnergyUtilization",2026,0.3116684,3,2
42,"Sector","EnergyUtilization",2027,0.3278972,3,2
42,"Sector","EnergyUtilization",2028,0.3278972,3,2
42,"Sector","EnergyUtilization",2029,0.3278972,3,2
42,"Sector","EnergyUtilization",2030,0.3278972,3,2
42,"Sector","EnergyUtilization",2031,0.3278972,3,2
42,"Sector","EnergyUtilization",2032,0.344126,3,2
42,"Sector","EnergyUtilization",2033,0.344126,3,2
42,"Sector","EnergyUtilization",2034,0.344126,3,2
42,"Sector","EnergyUtilization",2035,0.344126,3,2
42,"Sector","EnergyUtilization",2036,0.344126,3,2
42,"Sector","EnergyUtilization",2037,0.3603548,3,2
42,"Sector","EnergyUtilization",2038,0.3603548,3,2
42,"Sector","EnergyUtilization",2039,0.3603548,3,2
42,"Sector","EnergyUtilization",2040,0.3603548,3,2
42,"Sector","EnergyUtilization",2041,0.3603548,3,2
42,"Sector","EnergyUtilization",2042,0.3765836,3,2
42,"Sector","EnergyUtilization",2043,0.3765836,3,2
42,"Sector","EnergyUtilization",2044,0.3765836,3,2
42,"Sector","EnergyUtilization",2045,0.3765836,3,2
42,"Sector","EnergyUtilization",2046,0.3765836,3,2
42,"Sector","EnergyUtilization",2047,0.3928123,3,2
42,"Sector","EnergyUtilization",2048,0.3928123,3,2
42,"Sector","EnergyUtilization",2049,0.3928123,3,2
42,"Sector","EnergyUtilization",2050,0.3928123,3,2
42,"Sector","EnergyUtilization",2011,0.01661037,6,2
42,"Sector","EnergyUtilization",2012,0.0176746,6,2
42,"Sector","EnergyUtilization",2013,0.0176746,6,2
42,"Sector","EnergyUtilization",2014,0.0176746,6,2
42,"Sector","EnergyUtilization",2015,0.0176746,6,2
42,"Sector","EnergyUtilization",2016,0.0176746,6,2
42,"Sector","EnergyUtilization",2017,0.01788845,6,2
42,"Sector","EnergyUtilization",2018,0.01788845,6,2
42,"Sector","EnergyUtilization",2019,0.01788845,6,2
42,"Sector","EnergyUtilization",2020,0.01788845,6,2
42,"Sector","EnergyUtilization",2021,0.01788845,6,2
42,"Sector","EnergyUtilization",2022,0.02626424,6,2
42,"Sector","EnergyUtilization",2023,0.02626424,6,2
42,"Sector","EnergyUtilization",2024,0.02626424,6,2
42,"Sector","EnergyUtilization",2025,0.02626424,6,2
42,"Sector","EnergyUtilization",2026,0.02626424,6,2
42,"Sector","EnergyUtilization",2027,0.03464002,6,2
42,"Sector","EnergyUtilization",2028,0.03464002,6,2
42,"Sector","EnergyUtilization",2029,0.03464002,6,2
42,"Sector","EnergyUtilization",2030,0.03464002,6,2
42,"Sector","EnergyUtilization",2031,0.03464002,6,2
42,"Sector","EnergyUtilization",2032,0.04301581,6,2
42,"Sector","EnergyUtilization",2033,0.04301581,6,2
42,"Sector","EnergyUtilization",2034,0.04301581,6,2
42,"Sector","EnergyUtilization",2035,0.04301581,6,2
42,"Sector","EnergyUtilization",2036,0.04301581,6,2
42,"Sector","EnergyUtilization",2037,0.0513916,6,2
42,"Sector","EnergyUtilization",2038,0.0513916,6,2
42,"Sector","EnergyUtilization",2039,0.0513916,6,2
42,"Sector","EnergyUtilization",2040,0.0513916,6,2
42,"Sector","EnergyUtilization",2041,0.0513916,6,2
42,"Sector","EnergyUtilization",2042,0.05976739,6,2
42,"Sector","EnergyUtilization",2043,0.05976739,6,2
42,"Sector","EnergyUtilization",2044,0.05976739,6,2
42,"Sector","EnergyUtilization",2045,0.05976739,6,2
42,"Sector","EnergyUtilization",2046,0.05976739,6,2
42,"Sector","EnergyUtilization",2047,0.06814318,6,2
42,"Sector","EnergyUtilization",2048,0.06814318,6,2
42,"Sector","EnergyUtilization",2049,0.06814318,6,2
42,"Sector","EnergyUtilization",2050,0.06814318,6,2
44,"FuelType","Sector",2011,0.2211428,1,1
44,"FuelType","Sector",2012,0.2373012,1,1
44,"FuelType","Sector",2013,0.2678788,1,1
44,"FuelType","Sector",2014,0.298119,1,1
44,"FuelType","Sector",2015,0.3280158,1,1
44,"FuelType","Sector",2016,0.3603824,1,1
44,"FuelType","Sector",2017,0.3897921,1,1
44,"FuelType","Sector",2018,0.416236,1,1
44,"FuelType","Sector",2019,0.4404314,1,1
44,"FuelType","Sector",2020,0.461012,1,1
44,"FuelType","Sector",2021,0.4829752,1,1
44,"FuelType","Sector",2022,0.5040347,1,1
44,"FuelType","Sector",2023,0.5214778,1,1
44,"FuelType","Sector",2024,0.5335351,1,1
44,"FuelType","Sector",2025,0.5408172,1,1
44,"FuelType","Sector",2026,0.5433161,1,1
44,"FuelType","Sector",2027,0.5447224,1,1
44,"FuelType","Sector",2028,0.5458415,1,1
44,"FuelType","Sector",2029,0.5469103,1,1
44,"FuelType","Sector",2030,0.547975,1,1
44,"FuelType","Sector",2031,0.5488235,1,1
44,"FuelType","Sector",2032,0.5496734,1,1
44,"FuelType","Sector",2033,0.5505251,1,1
44,"FuelType","Sector",2034,0.5513778,1,1
44,"FuelType","Sector",2035,0.5522308,1,1
44,"FuelType","Sector",2036,0.5528671,1,1
44,"FuelType","Sector",2037,0.5535037,1,1
44,"FuelType","Sector",2038,0.5541409,1,1
44,"FuelType","Sector",2039,0.5547803,1,1
44,"FuelType","Sector",2040,0.555423,1,1
44,"FuelType","Sector",2041,0.5558495,1,1
44,"FuelType","Sector",2042,0.556113,1,1
44,"FuelType","Sector",2043,0.5563854,1,1
44,"FuelType","Sector",2044,0.5566607,1,1
44,"FuelType","Sector",2045,0.5569397,1,1
44,"FuelType","Sector",2046,0.5631211,1,1
44,"FuelType","Sector",2047,0.5693168,1,1
44,"FuelType","Sector",2048,0.5755143,1,1
44,"FuelType","Sector",2049,0.5817124,1,1
44,"FuelType","Sector",2050,0.5879135,1,1
44,"FuelType","Sector",2011,1.633391,1,2
44,"FuelType","Sector",2012,1.621308,1,2
44,"FuelType","Sector",2013,1.621308,1,2
44,"FuelType","Sector",2014,1.621308,1,2
44,"FuelType","Sector",2015,1.621308,1,2
44,"FuelType","Sector",2016,1.621308,1,2
44,"FuelType","Sector",2017,1.628083,1,2
44,"FuelType","Sector",2018,1.628083,1,2
44,"FuelType","Sector",2019,1.628083,1,2
44,"FuelType","Sector",2020,1.628083,1,2
44,"FuelType","Sector",2021,1.628083,1,2
44,"FuelType","Sector",2022,1.642373,1,2
44,"FuelType","Sector",2023,1.642373,1,2
44,"FuelType","Sector",2024,1.642373,1,2
44,"FuelType","Sector",2025,1.642373,1,2
44,"FuelType","Sector",2026,1.642373,1,2
44,"FuelType","Sector",2027,1.653677,1,2
44,"FuelType","Sector",2028,1.653677,1,2
44,"FuelType","Sector",2029,1.653677,1,2
44,"FuelType","Sector",2030,1.653677,1,2
44,"FuelType","Sector",2031,1.653677,1,2
44,"FuelType","Sector",2032,1.661994,1,2
44,"FuelType","Sector",2033,1.661994,1,2
44,"FuelType","Sector",2034,1.661994,1,2
44,"FuelType","Sector",2035,1.661994,1,2
44,"FuelType","Sector",2036,1.661994,1,2
44,"FuelType","Sector",2037,1.667324,1,2
44,"FuelType","Sector",2038,1.667324,1,2
44,"FuelType","Sector",2039,1.667324,1,2
44,"FuelType","Sector",2040,1.667324,1,2
44,"FuelType","Sector",2041,1.667324,1,2
44,"FuelType","Sector",2042,1.625216,1,2
44,"FuelType","Sector",2043,1.625216,1,2
44,"FuelType","Sector",2044,1.625216,1,2
44,"FuelType","Sector",2045,1.625216,1,2
44,"FuelType","Sector",2046,1.625216,1,2
44,"FuelType","Sector",2047,1.583108,1,2
44,"FuelType","Sector",2048,1.583108,1,2
44,"FuelType","Sector",2049,1.583108,1,2
44,"FuelType","Sector",2050,1.583108,1,2
44,"FuelType","Sector",2011,0.1937012,1,3
44,"FuelType","Sector",2012,0.1973592,1,3
44,"FuelType","Sector",2013,0.1973592,1,3
44,"FuelType","Sector",2014,0.1973592,1,3
44,"FuelType","Sector",2015,0.1973592,1,3
44,"FuelType","Sector",2016,0.1973592,1,3
44,"FuelType","Sector",2017,0.2001375,1,3
44,"FuelType","Sector",2018,0.2001375,1,3
44,"FuelType","Sector",2019,0.2001375,1,3
44,"FuelType","Sector",2020,0.2001375,1,3
44,"FuelType","Sector",2021,0.2001375,1,3
44,"FuelType","Sector",2022,0.2111152,1,3
44,"FuelType","Sector",2023,0.2111152,1,3
44,"FuelType","Sector",2024,0.2111152,1,3
44,"FuelType","Sector",2025,0.2111152,1,3
44,"FuelType","Sector",2026,0.2111152,1,3
44,"FuelType","Sector",2027,0.2220929,1,3
44,"FuelType","Sector",2028,0.2220929,1,3
44,"FuelType","Sector",2029,0.2220929,1,3
44,"FuelType","Sector",2030,0.2220929,1,3
44,"FuelType","Sector",2031,0.2220929,1,3
44,"FuelType","Sector",2032,0.2330706,1,3
44,"FuelType","Sector",2033,0.2330706,1,3
44,"FuelType","Sector",2034,0.2330706,1,3
44,"FuelType","Sector",2035,0.2330706,1,3
44,"FuelType","Sector",2036,0.2330706,1,3
44,"FuelType","Sector",2037,0.2440482,1,3
44,"FuelType","Sector",2038,0.2440482,1,3
44,"FuelType","Sector",2039,0.2440482,1,3
44,"FuelType","Sector",2040,0.2440482,1,3
44,"FuelType","Sector",2041,0.2440482,1,3
44,"FuelType","Sector",2042,0.2440482,1,3
44,"FuelType","Sector",2043,0.2440482,1,3
44,"FuelType","Sector",2044,0.2440482,1,3
44,"FuelType","Sector",2045,0.2440482,1,3
44,"FuelType","Sector",2046,0.2440482,1,3
44,"FuelType","Sector",2047,0.2440482,1,3
44,"FuelType","Sector",2048,0.2440482,1,3
44,"FuelType","Sector",2049,0.2440482,1,3
44,"FuelType","Sector",2050,0.2440482,1,3
44,"FuelType","Sector",2011,0.003867772,1,6
44,"FuelType","Sector",2012,0.00411558,1,6
44,"FuelType","Sector",2013,0.00411558,1,6
44,"FuelType","Sector",2014,0.00411558,1,6
44,"FuelType","Sector",2015,0.00411558,1,6
44,"FuelType","Sector",2016,0.00411558,1,6
44,"FuelType","Sector",2017,0.004165375,1,6
44,"FuelType","Sector",2018,0.004165375,1,6
44,"FuelType","Sector",2019,0.004165375,1,6
44,"FuelType","Sector",2020,0.004165375,1,6
44,"FuelType","Sector",2021,0.004165375,1,6
44,"FuelType","Sector",2022,0.006115701,1,6
44,"FuelType","Sector",2023,0.006115701,1,6
44,"FuelType","Sector",2024,0.006115701,1,6
44,"FuelType","Sector",2025,0.006115701,1,6
44,"FuelType","Sector",2026,0.006115701,1,6
44,"FuelType","Sector",2027,0.008066027,1,6
44,"FuelType","Sector",2028,0.008066027,1,6
44,"FuelType","Sector",2029,0.008066027,1,6
44,"FuelType","Sector",2030,0.008066027,1,6
44,"FuelType","Sector",2031,0.008066027,1,6
44,"FuelType","Sector",2032,0.01001635,1,6
44,"FuelType","Sector",2033,0.01001635,1,6
44,"FuelType","Sector",2034,0.01001635,1,6
44,"FuelType","Sector",2035,0.01001635,1,6
44,"FuelType","Sector",2036,0.01001635,1,6
44,"FuelType","Sector",2037,0.01196668,1,6
44,"FuelType","Sector",2038,0.01196668,1,6
44,"FuelType","Sector",2039,0.01196668,1,6
44,"FuelType","Sector",2040,0.01196668,1,6
44,"FuelType","Sector",2041,0.01196668,1,6
44,"FuelType","Sector",2042,0.01196668,1,6
44,"FuelType","Sector",2043,0.01196668,1,6
44,"FuelType","Sector",2044,0.01196668,1,6
44,"FuelType","Sector",2045,0.01196668,1,6
44,"FuelType","Sector",2046,0.01196668,1,6
44,"FuelType","Sector",2047,0.01196668,1,6
44,"FuelType","Sector",2048,0.01196668,1,6
44,"FuelType","Sector",2049,0.01196668,1,6
44,"FuelType","Sector",2050,0.01196668,1,6
44,"FuelType","Sector",2011,0.06126102,2,1
44,"FuelType","Sector",2012,0.01211709,2,1
44,"FuelType","Sector",2013,0.007838211,2,1
44,"FuelType","Sector",2014,0.005396877,2,1
44,"FuelType","Sector",2015,0.003795217,2,1
44,"FuelType","Sector",2016,0.002788249,2,1
44,"FuelType","Sector",2017,0.002097542,2,1
44,"FuelType","Sector",2018,0.001574904,2,1
44,"FuelType","Sector",2019,0.001139275,2,1
44,"FuelType","Sector",2020,0.0008516787,2,1
44,"FuelType","Sector",2021,0.0006681061,2,1
44,"FuelType","Sector",2022,0.0005478943,2,1
44,"FuelType","Sector",2023,0.0004834957,2,1
44,"FuelType","Sector",2024,0.0004590047,2,1
44,"FuelType","Sector",2025,0.000455883,2,1
44,"FuelType","Sector",2026,0.0004609289,2,1
44,"FuelType","Sector",2027,0.0004689278,2,1
44,"FuelType","Sector",2028,0.0004773049,2,1
44,"FuelType","Sector",2029,0.000485725,2,1
44,"FuelType","Sector",2030,0.0004941481,2,1
44,"FuelType","Sector",2031,0.0005025713,2,1
44,"FuelType","Sector",2032,0.0005109945,2,1
44,"FuelType","Sector",2033,0.0005194177,2,1
44,"FuelType","Sector",2034,0.0005278409,2,1
44,"FuelType","Sector",2035,0.0005362641,2,1
44,"FuelType","Sector",2036,0.0005446873,2,1
44,"FuelType","Sector",2037,0.0005531105,2,1
44,"FuelType","Sector",2038,0.0005615337,2,1
44,"FuelType","Sector",2039,0.000569957,2,1
44,"FuelType","Sector",2040,0.0005783802,2,1
44,"FuelType","Sector",2041,0.0005868034,2,1
44,"FuelType","Sector",2042,0.0005947092,2,1
44,"FuelType","Sector",2043,0.0006026151,2,1
44,"FuelType","Sector",2044,0.0006105209,2,1
