"scenario_id","year","total","end_use_id","fuel_type_id"
44,2011,1.734856,1,1
44,2012,1.735825,1,1
44,2013,1.766402,1,1
44,2014,1.796642,1,1
44,2015,1.826539,1,1
44,2016,1.858897,1,1
44,2017,1.889836,1,1
44,2018,1.916271,1,1
44,2019,1.940458,1,1
44,2020,1.961029,1,1
44,2021,1.982978,1,1
44,2022,2.013177,1,1
44,2023,2.030606,1,1
44,2024,2.042649,1,1
44,2025,2.049916,1,1
44,2026,2.052398,1,1
44,2027,2.059954,1,1
44,2028,2.061055,1,1
44,2029,2.062106,1,1
44,2030,2.063153,1,1
44,2031,2.063984,1,1
44,2032,2.067997,1,1
44,2033,2.068831,1,1
44,2034,2.069666,1,1
44,2035,2.070501,1,1
44,2036,2.07112,1,1
44,2037,2.071933,1,1
44,2038,2.072553,1,1
44,2039,2.073174,1,1
44,2040,2.073799,1,1
44,2041,2.074208,1,1
44,2042,2.032346,1,1
44,2043,2.032601,1,1
44,2044,2.032859,1,1
44,2045,2.03312,1,1
44,2046,2.039285,1,1
44,2047,2.003355,1,1
44,2048,2.009536,1,1
44,2049,2.015718,1,1
44,2050,2.021903,1,1
44,2011,6.74342,1,2
44,2012,6.516549,1,2
44,2013,6.490912,1,2
44,2014,6.476292,1,2
44,2015,6.466725,1,2
44,2016,6.460767,1,2
44,2017,6.462035,1,2
44,2018,6.459075,1,2
44,2019,6.456635,1,2
44,2020,6.454607,1,2
44,2021,6.453071,1,2
44,2022,6.485479,1,2
44,2023,6.484903,1,2
44,2024,6.484647,1,2
44,2025,6.48456,1,2
44,2026,6.484539,1,2
44,2027,6.504926,1,2
44,2028,6.504926,1,2
44,2029,6.504926,1,2
44,2030,6.504926,1,2
44,2031,6.504926,1,2
44,2032,6.512273,1,2
44,2033,6.512273,1,2
44,2034,6.512273,1,2
44,2035,6.512273,1,2
44,2036,6.512273,1,2
44,2037,6.50658,1,2
44,2038,6.50658,1,2
44,2039,6.50658,1,2
44,2040,6.50658,1,2
44,2041,6.50658,1,2
44,2042,6.322679,1,2
44,2043,6.322679,1,2
44,2044,6.322679,1,2
44,2045,6.322679,1,2
44,2046,6.322679,1,2
44,2047,6.13878,1,2
44,2048,6.13878,1,2
44,2049,6.13878,1,2
44,2050,6.13878,1,2
44,2011,1.766877,1,8
44,2012,1.615721,1,8
44,2013,1.604843,1,8
44,2014,1.593365,1,8
44,2015,1.582484,1,8
44,2016,1.577811,1,8
44,2017,1.570242,1,8
44,2018,1.564363,1,8
44,2019,1.559633,1,8
44,2020,1.549683,1,8
44,2021,1.540999,1,8
44,2022,1.537684,1,8
44,2023,1.532305,1,8
44,2024,1.530695,1,8
44,2025,1.532381,1,8
44,2026,1.533064,1,8
44,2027,1.537545,1,8
44,2028,1.539101,1,8
44,2029,1.540688,1,8
44,2030,1.542281,1,8
44,2031,1.543564,1,8
44,2032,1.546427,1,8
44,2033,1.547715,1,8
44,2034,1.549003,1,8
44,2035,1.550292,1,8
44,2036,1.551271,1,8
44,2037,1.552306,1,8
44,2038,1.553286,1,8
44,2039,1.554268,1,8
44,2040,1.555255,1,8
44,2041,1.555931,1,8
44,2042,1.534927,1,8
44,2043,1.535387,1,8
44,2044,1.535852,1,8
44,2045,1.536321,1,8
44,2046,1.544993,1,8
44,2047,1.532232,1,8
44,2048,1.540926,1,8
44,2049,1.549621,1,8
44,2050,1.55832,1,8
44,2011,0.2077904,1,9
44,2012,0.02297563,1,9
44,2013,0.003152281,1,9
44,2014,0.0004771075,1,9
44,2015,7.621586e-05,1,9
44,2016,1.250148e-05,1,9
44,2017,2.009452e-06,1,9
44,2018,3.136116e-07,1,9
44,2019,4.615867e-08,1,9
44,2020,6.176051e-09,1,9
44,2021,7.308807e-10,1,9
44,2022,7.362169e-11,1,9
44,2023,6.051343e-12,1,9
44,2024,3.880942e-13,1,9
44,2025,1.858066e-14,1,9
44,2026,6.344913e-16,1,9
44,2027,1.484999e-17,1,9
44,2028,2.286054e-19,1,9
44,2029,2.222638e-21,1,9
44,2030,1.310913e-23,1,9
44,2031,4.50446e-26,1,9
44,2032,8.666035e-29,1,9
44,2033,8.968684e-32,1,9
44,2034,4.797293e-35,1,9
44,2035,1.274253e-38,1,9
44,2036,1.614463e-42,1,9
44,2037,9.377255e-47,1,9
44,2038,2.399128e-51,1,9
44,2039,2.598007e-56,1,9
44,2040,0,1,9
44,2041,0,1,9
44,2042,0,1,9
44,2043,0,1,9
44,2044,0,1,9
44,2045,0,1,9
44,2046,0,1,9
44,2047,0,1,9
44,2048,0,1,9
44,2049,0,1,9
44,2050,0,1,9
44,2011,0,1,5
44,2012,0.08503794,1,5
44,2013,0.08446545,1,5
44,2014,0.08386134,1,5
44,2015,0.08328865,1,5
44,2016,0.0830427,1,5
44,2017,0.08264437,1,5
44,2018,0.08233489,1,5
44,2019,0.08208596,1,5
44,2020,0.0815623,1,5
44,2021,0.08110523,1,5
44,2022,0.08093077,1,5
44,2023,0.08064767,1,5
44,2024,0.08056291,1,5
44,2025,0.08065168,1,5
44,2026,0.0806876,1,5
44,2027,0.08092342,1,5
44,2028,0.08100536,1,5
44,2029,0.08108888,1,5
44,2030,0.08117269,1,5
44,2031,0.08124022,1,5
44,2032,0.08139092,1,5
44,2033,0.08145869,1,5
44,2034,0.08152652,1,5
44,2035,0.08159436,1,5
44,2036,0.08164585,1,5
44,2037,0.08170034,1,5
44,2038,0.08175189,1,5
44,2039,0.08180358,1,5
44,2040,0.08185553,1,5
44,2041,0.08189113,1,5
44,2042,0.08078563,1,5
44,2043,0.08080988,1,5
44,2044,0.08083433,1,5
44,2045,0.08085904,1,5
44,2046,0.08131545,1,5
44,2047,0.08064381,1,5
44,2048,0.0811014,1,5
44,2049,0.08155903,1,5
44,2050,0.08201688,1,5
44,2011,0,2,1
44,2012,0,2,1
44,2013,0,2,1
44,2014,0,2,1
44,2015,0,2,1
44,2016,0,2,1
44,2017,0,2,1
44,2018,0,2,1
44,2019,0,2,1
44,2020,0,2,1
44,2021,0,2,1
44,2022,0,2,1
44,2023,0,2,1
44,2024,0,2,1
44,2025,0,2,1
44,2026,0,2,1
44,2027,0,2,1
44,2028,0,2,1
44,2029,0,2,1
44,2030,0,2,1
44,2031,0,2,1
44,2032,0,2,1
44,2033,0,2,1
44,2034,0,2,1
44,2035,0,2,1
44,2036,0,2,1
44,2037,0,2,1
44,2038,0,2,1
44,2039,0,2,1
44,2040,0,2,1
44,2041,0,2,1
44,2042,0,2,1
44,2043,0,2,1
44,2044,0,2,1
44,2045,0,2,1
44,2046,0,2,1
44,2047,0,2,1
44,2048,0,2,1
44,2049,0,2,1
44,2050,0,2,1
44,2011,0,2,2
44,2012,0,2,2
44,2013,0,2,2
44,2014,0,2,2
44,2015,0,2,2
44,2016,0,2,2
44,2017,0,2,2
44,2018,0,2,2
44,2019,0,2,2
44,2020,0,2,2
44,2021,0,2,2
44,2022,0,2,2
44,2023,0,2,2
44,2024,0,2,2
44,2025,0,2,2
44,2026,0,2,2
44,2027,0,2,2
44,2028,0,2,2
44,2029,0,2,2
44,2030,0,2,2
44,2031,0,2,2
44,2032,0,2,2
44,2033,0,2,2
44,2034,0,2,2
44,2035,0,2,2
44,2036,0,2,2
44,2037,0,2,2
44,2038,0,2,2
44,2039,0,2,2
44,2040,0,2,2
44,2041,0,2,2
44,2042,0,2,2
44,2043,0,2,2
44,2044,0,2,2
44,2045,0,2,2
44,2046,0,2,2
44,2047,0,2,2
44,2048,0,2,2
44,2049,0,2,2
44,2050,0,2,2
44,2011,0.2049288,2,8
44,2012,0.1942084,2,8
44,2013,0.1944132,2,8
44,2014,0.1946892,2,8
44,2015,0.1950623,2,8
44,2016,0.1957688,2,8
44,2017,0.1998917,2,8
44,2018,0.200844,2,8
44,2019,0.2018136,2,8
44,2020,0.2027887,2,8
44,2021,0.2038545,2,8
44,2022,0.2095058,2,8
44,2023,0.2105121,2,8
44,2024,0.2115667,2,8
44,2025,0.2127001,2,8
44,2026,0.2139012,2,8
44,2027,0.21946,2,8
44,2028,0.2204695,2,8
44,2029,0.2212406,2,8
44,2030,0.2218117,2,8
44,2031,0.2222761,2,8
44,2032,0.2268452,2,8
44,2033,0.2272638,2,8
44,2034,0.2276812,2,8
44,2035,0.2280985,2,8
44,2036,0.2285156,2,8
44,2037,0.2328298,2,8
44,2038,0.2332469,2,8
44,2039,0.233664,2,8
44,2040,0.2340811,2,8
44,2041,0.234498,2,8
44,2042,0.2318533,2,8
44,2043,0.2322703,2,8
44,2044,0.2326874,2,8
44,2045,0.2331044,2,8
44,2046,0.2338944,2,8
44,2047,0.2316226,2,8
44,2048,0.2324123,2,8
44,2049,0.2332021,2,8
44,2050,0.2339918,2,8
44,2011,0,2,9
44,2012,0,2,9
44,2013,0,2,9
44,2014,0,2,9
44,2015,0,2,9
44,2016,0,2,9
44,2017,0,2,9
44,2018,0,2,9
44,2019,0,2,9
44,2020,0,2,9
44,2021,0,2,9
44,2022,0,2,9
44,2023,0,2,9
44,2024,0,2,9
44,2025,0,2,9
44,2026,0,2,9
44,2027,0,2,9
44,2028,0,2,9
44,2029,0,2,9
44,2030,0,2,9
44,2031,0,2,9
44,2032,0,2,9
44,2033,0,2,9
44,2034,0,2,9
44,2035,0,2,9
44,2036,0,2,9
44,2037,0,2,9
44,2038,0,2,9
44,2039,0,2,9
44,2040,0,2,9
44,2041,0,2,9
44,2042,0,2,9
