"scenario_id","year","total","sector_id","fuel_type_id"
45,2011,0.2211428,1,1
45,2012,0.2265837,1,1
45,2013,0.2558649,1,1
45,2014,0.2848417,1,1
45,2015,0.3135152,1,1
45,2016,0.3445521,1,1
45,2017,0.3693437,1,1
45,2018,0.3909167,1,1
45,2019,0.4100015,1,1
45,2020,0.4252671,1,1
45,2021,0.4411595,1,1
45,2022,0.4558994,1,1
45,2023,0.4670878,1,1
45,2024,0.4732696,1,1
45,2025,0.4751276,1,1
45,2026,0.4724648,1,1
45,2027,0.4688512,1,1
45,2028,0.4650024,1,1
45,2029,0.4611159,1,1
45,2030,0.4572314,1,1
45,2031,0.4529242,1,1
45,2032,0.4486308,1,1
45,2033,0.4443487,1,1
45,2034,0.4400801,1,1
45,2035,0.4358257,1,1
45,2036,0.4311521,1,1
45,2037,0.4264943,1,1
45,2038,0.4218536,1,1
45,2039,0.4172212,1,1
45,2040,0.4125986,1,1
45,2041,0.4075609,1,1
45,2042,0.4023778,1,1
45,2043,0.3972234,1,1
45,2044,0.3920803,1,1
45,2045,0.3869438,1,1
45,2046,0.3849879,1,1
45,2047,0.3830473,1,1
45,2048,0.3811091,1,1
45,2049,0.3791768,1,1
45,2050,0.377253,1,1
45,2011,0.3675662,1,2
45,2012,0.06953216,1,2
45,2013,0.04503141,1,2
45,2014,0.03104471,1,2
45,2015,0.0218636,1,2
45,2016,0.01608691,1,2
45,2017,0.01202511,1,2
45,2018,0.008976515,1,2
45,2019,0.006463303,1,2
45,2020,0.004845265,1,2
45,2021,0.003842745,1,2
45,2022,0.003199716,1,2
45,2023,0.002863581,1,2
45,2024,0.002741709,1,2
45,2025,0.002732297,1,2
45,2026,0.002765055,1,2
45,2027,0.002813506,1,2
45,2028,0.002863825,1,2
45,2029,0.00291435,1,2
45,2030,0.002964888,1,2
45,2031,0.003015428,1,2
45,2032,0.003065967,1,2
45,2033,0.003116506,1,2
45,2034,0.003167045,1,2
45,2035,0.003217585,1,2
45,2036,0.003268124,1,2
45,2037,0.003318663,1,2
45,2038,0.003369202,1,2
45,2039,0.003419742,1,2
45,2040,0.003470281,1,2
45,2041,0.00352082,1,2
45,2042,0.003568255,1,2
45,2043,0.00361569,1,2
45,2044,0.003663125,1,2
45,2045,0.003710561,1,2
45,2046,0.003757996,1,2
45,2047,0.003803621,1,2
45,2048,0.003849245,1,2
45,2049,0.00389487,1,2
45,2050,0.003940495,1,2
45,2011,1.708618,1,8
45,2012,1.622117,1,8
45,2013,1.593937,1,8
45,2014,1.56456,1,8
45,2015,1.534984,1,8
45,2016,1.517196,1,8
45,2017,1.488411,1,8
45,2018,1.462131,1,8
45,2019,1.438695,1,8
45,2020,1.425055,1,8
45,2021,1.423295,1,8
45,2022,1.422367,1,8
45,2023,1.423895,1,8
45,2024,1.428997,1,8
45,2025,1.437212,1,8
45,2026,1.446279,1,8
45,2027,1.456069,1,8
45,2028,1.46587,1,8
45,2029,1.475467,1,8
45,2030,1.484877,1,8
45,2031,1.493573,1,8
45,2032,1.50225,1,8
45,2033,1.510934,1,8
45,2034,1.519634,1,8
45,2035,1.528354,1,8
45,2036,1.536469,1,8
45,2037,1.544606,1,8
45,2038,1.552767,1,8
45,2039,1.560937,1,8
45,2040,1.569121,1,8
45,2041,1.576708,1,8
45,2042,1.584071,1,8
45,2043,1.591471,1,8
45,2044,1.598888,1,8
45,2045,1.606313,1,8
45,2046,1.618189,1,8
45,2047,1.63004,1,8
45,2048,1.641894,1,8
45,2049,1.653756,1,8
45,2050,1.66563,1,8
45,2011,0.3993432,1,9
45,2012,0.02212821,1,9
45,2013,0.003420088,1,9
45,2014,0.001052897,1,9
45,2015,0.0008541388,1,9
45,2016,0.0009779494,1,9
45,2017,0.001344384,1,9
45,2018,0.00199924,1,9
45,2019,0.003627909,1,9
45,2020,0.01409973,1,9
45,2021,0.02657961,1,9
45,2022,0.03584098,1,9
45,2023,0.04174034,1,9
45,2024,0.04499901,1,9
45,2025,0.04670168,1,9
45,2026,0.04773204,1,9
45,2027,0.04863294,1,9
45,2028,0.04948973,1,9
45,2029,0.05034024,1,9
45,2030,0.05119017,1,9
45,2031,0.05204007,1,9
45,2032,0.05288997,1,9
45,2033,0.05373987,1,9
45,2034,0.05458977,1,9
45,2035,0.05543967,1,9
45,2036,0.05628957,1,9
45,2037,0.05713947,1,9
45,2038,0.05798936,1,9
45,2039,0.05883926,1,9
45,2040,0.05968916,1,9
45,2041,0.06053906,1,9
45,2042,0.06136543,1,9
45,2043,0.0621918,1,9
45,2044,0.06301817,1,9
45,2045,0.06384454,1,9
45,2046,0.06467091,1,9
45,2047,0.06546584,1,9
45,2048,0.06626076,1,9
45,2049,0.06705569,1,9
45,2050,0.06785062,1,9
45,2011,0,1,5
45,2012,0.08537459,1,5
45,2013,0.08389144,1,5
45,2014,0.0823453,1,5
45,2015,0.08078864,1,5
45,2016,0.07985244,1,5
45,2017,0.07833742,1,5
45,2018,0.07695425,1,5
45,2019,0.07572079,1,5
45,2020,0.0750029,1,5
45,2021,0.07491029,1,5
45,2022,0.07486146,1,5
45,2023,0.07494189,1,5
45,2024,0.07521042,1,5
45,2025,0.07564274,1,5
45,2026,0.07611995,1,5
45,2027,0.07663523,1,5
45,2028,0.0771511,1,5
45,2029,0.07765619,1,5
45,2030,0.07815143,1,5
45,2031,0.07860911,1,5
45,2032,0.0790658,1,5
45,2033,0.07952285,1,5
45,2034,0.07998076,1,5
45,2035,0.08043967,1,5
45,2036,0.08086683,1,5
45,2037,0.08129511,1,5
45,2038,0.08172457,1,5
45,2039,0.08215462,1,5
45,2040,0.08258537,1,5
45,2041,0.08298463,1,5
45,2042,0.08337215,1,5
45,2043,0.08376169,1,5
45,2044,0.084152,1,5
45,2045,0.0845428,1,5
45,2046,0.08516787,1,5
45,2047,0.08579159,1,5
45,2048,0.0864155,1,5
45,2049,0.08703983,1,5
45,2050,0.08766475,1,5
45,2011,1.633236,2,1
45,2012,1.556558,2,1
45,2013,1.556558,2,1
45,2014,1.556558,2,1
45,2015,1.556558,2,1
45,2016,1.556558,2,1
45,2017,1.495187,2,1
45,2018,1.495187,2,1
45,2019,1.495187,2,1
45,2020,1.495187,2,1
45,2021,1.495187,2,1
45,2022,1.43733,2,1
45,2023,1.43733,2,1
45,2024,1.43733,2,1
45,2025,1.43733,2,1
45,2026,1.43733,2,1
45,2027,1.373507,2,1
45,2028,1.373507,2,1
45,2029,1.373507,2,1
45,2030,1.373507,2,1
45,2031,1.373507,2,1
45,2032,1.303715,2,1
45,2033,1.303715,2,1
45,2034,1.303715,2,1
45,2035,1.303715,2,1
45,2036,1.303715,2,1
45,2037,1.227956,2,1
