"scenario_id","zone_id","year","total","sector_id","fuel_type_id"
42,1,2011,5.285592e-05,1,1
42,1,2012,5.83785e-05,1,1
42,1,2013,6.582279e-05,1,1
42,1,2014,7.3231e-05,1,1
42,1,2015,8.057322e-05,1,1
42,1,2016,8.783899e-05,1,1
42,1,2017,9.459173e-05,1,1
42,1,2018,0.0001006772,1,1
42,1,2019,0.000106318,1,1
42,1,2020,0.0001113361,1,1
42,1,2021,0.0001161101,1,1
42,1,2022,0.0001206728,1,1
42,1,2023,0.0001242983,1,1
42,1,2024,0.0001265105,1,1
42,1,2025,0.0001274623,1,1
42,1,2026,0.0001276776,1,1
42,1,2027,0.0001276027,1,1
42,1,2028,0.0001274505,1,1
42,1,2029,0.0001272843,1,1
42,1,2030,0.0001271165,1,1
42,1,2031,0.0001269485,1,1
42,1,2032,0.0001267806,1,1
42,1,2033,0.0001266126,1,1
42,1,2034,0.0001264447,1,1
42,1,2035,0.0001262767,1,1
42,1,2036,0.0001261088,1,1
42,1,2037,0.0001259408,1,1
42,1,2038,0.0001257728,1,1
42,1,2039,0.0001256049,1,1
42,1,2040,0.0001254369,1,1
42,1,2041,0.000125269,1,1
42,1,2042,0.0001250612,1,1
42,1,2043,0.0001248534,1,1
42,1,2044,0.0001246456,1,1
42,1,2045,0.0001244378,1,1
42,1,2046,0.0001263857,1,1
42,1,2047,0.0001283352,1,1
42,1,2048,0.0001302846,1,1
42,1,2049,0.0001322341,1,1
42,1,2050,0.0001341835,1,1
42,1,2011,1.26824e-05,1,2
42,1,2012,3.020868e-06,1,2
42,1,2013,1.984362e-06,1,2
42,1,2014,1.368467e-06,1,2
42,1,2015,9.588134e-07,1,2
42,1,2016,6.974842e-07,1,2
42,1,2017,5.232842e-07,1,2
42,1,2018,3.905171e-07,1,2
42,1,2019,2.77136e-07,1,2
42,1,2020,1.921338e-07,1,2
42,1,2021,1.333296e-07,1,2
42,1,2022,9.352161e-08,1,2
42,1,2023,7.095184e-08,1,2
42,1,2024,6.081892e-08,1,2
42,1,2025,5.739283e-08,1,2
42,1,2026,5.655773e-08,1,2
42,1,2027,5.64167e-08,1,2
42,1,2028,5.640082e-08,1,2
42,1,2029,5.639967e-08,1,2
42,1,2030,5.639962e-08,1,2
42,1,2031,5.639962e-08,1,2
42,1,2032,5.639962e-08,1,2
42,1,2033,5.639962e-08,1,2
42,1,2034,5.639962e-08,1,2
42,1,2035,5.639962e-08,1,2
42,1,2036,5.639962e-08,1,2
42,1,2037,5.639962e-08,1,2
42,1,2038,5.639962e-08,1,2
42,1,2039,5.639962e-08,1,2
42,1,2040,5.639962e-08,1,2
42,1,2041,5.639962e-08,1,2
42,1,2042,5.719664e-08,1,2
42,1,2043,5.799366e-08,1,2
42,1,2044,5.879069e-08,1,2
42,1,2045,5.958771e-08,1,2
42,1,2046,6.038473e-08,1,2
