"scenario_id","year","total","end_use_id","fuel_type_id"
45,2011,1.734856,1,1
45,2012,1.660501,1,1
45,2013,1.689782,1,1
45,2014,1.718759,1,1
45,2015,1.747432,1,1
45,2016,1.77846,1,1
45,2017,1.736623,1,1
45,2018,1.758187,1,1
45,2019,1.777263,1,1
45,2020,1.79252,1,1
45,2021,1.808398,1,1
45,2022,1.760155,1,1
45,2023,1.771329,1,1
45,2024,1.777496,1,1
45,2025,1.77934,1,1
45,2026,1.776659,1,1
45,2027,1.704087,1,1
45,2028,1.700221,1,1
45,2029,1.696317,1,1
45,2030,1.692415,1,1
45,2031,1.68809,1,1
45,2032,1.608864,1,1
45,2033,1.604565,1,1
45,2034,1.600278,1,1
45,2035,1.596006,1,1
45,2036,1.591315,1,1
45,2037,1.505753,1,1
45,2038,1.501095,1,1
45,2039,1.496444,1,1
45,2040,1.491804,1,1
45,2041,1.486749,1,1
45,2042,1.376278,1,1
45,2043,1.371106,1,1
45,2044,1.365945,1,1
45,2045,1.360791,1,1
45,2046,1.358818,1,1
45,2047,1.251591,1,1
45,2048,1.249636,1,1
45,2049,1.247687,1,1
45,2050,1.245747,1,1
45,2011,6.74342,1,2
45,2012,6.231221,1,2
45,2013,6.206757,1,2
45,2014,6.192797,1,2
45,2015,6.183659,1,2
45,2016,6.177967,1,2
45,2017,5.881651,1,2
45,2018,5.878777,1,2
45,2019,5.876438,1,2
45,2020,5.874517,1,2
45,2021,5.87308,1,2
45,2022,5.590588,1,2
45,2023,5.590063,1,2
45,2024,5.589831,1,2
45,2025,5.589753,1,2
45,2026,5.589735,1,2
45,2027,5.282102,1,2
45,2028,5.282102,1,2
45,2029,5.282102,1,2
45,2030,5.282102,1,2
45,2031,5.282102,1,2
45,2032,4.948386,1,2
45,2033,4.948386,1,2
45,2034,4.948386,1,2
45,2035,4.948386,1,2
45,2036,4.948386,1,2
45,2037,4.588585,1,2
45,2038,4.588585,1,2
45,2039,4.588585,1,2
45,2040,4.588585,1,2
45,2041,4.588585,1,2
45,2042,4.128836,1,2
45,2043,4.128836,1,2
45,2044,4.128836,1,2
45,2045,4.128836,1,2
45,2046,4.128836,1,2
45,2047,3.669087,1,2
45,2048,3.669087,1,2
45,2049,3.669087,1,2
45,2050,3.669087,1,2
45,2011,1.766877,1,8
45,2012,1.544416,1,8
45,2013,1.534244,1,8
45,2014,1.523503,1,8
45,2015,1.513348,1,8
45,2016,1.509102,1,8
45,2017,1.460269,1,8
45,2018,1.44797,1,8
45,2019,1.436927,1,8
45,2020,1.421002,1,8
45,2021,1.40596,1,8
45,2022,1.359731,1,8
45,2023,1.348156,1,8
45,2024,1.340129,1,8
45,2025,1.335133,1,8
45,2026,1.328892,1,8
45,2027,1.288118,1,8
45,2028,1.282685,1,8
45,2029,1.277284,1,8
45,2030,1.271896,1,8
45,2031,1.2659,1,8
45,2032,1.221714,1,8
45,2033,1.215752,1,8
45,2034,1.209808,1,8
