"population_context_id","zone_id","year","total"
1,111,2034,4938.53
1,111,2035,4969.846
1,111,2036,5004.111
1,111,2037,5037.682
1,111,2038,5070.495
1,111,2039,5102.625
1,111,2040,5134.008
1,111,2041,5164.657
1,111,2042,5194.624
1,111,2043,5223.929
1,111,2044,5252.59
1,111,2045,5280.6
1,111,2046,5307.952
1,111,2047,5334.639
1,111,2048,5360.662
1,111,2049,5386.044
1,111,2050,5410.783
1,112,2011,7399.94
1,112,2012,7477.142
1,112,2013,7528.063
1,112,2014,7603.285
1,112,2015,7679.047
1,112,2016,7756.301
1,112,2017,7833.557
1,112,2018,7909.032
1,112,2019,7983.506
1,112,2020,8057.271
1,112,2021,8130.346
1,112,2022,8202.493
1,112,2023,8273.909
1,112,2024,8344.589
1,112,2025,8413.907
1,112,2026,8482.211
1,112,2027,8549.142
1,112,2028,8614.803
1,112,2029,8679.152
1,112,2030,8742.182
1,112,2031,8803.884
1,112,2032,8864.263
1,112,2033,8923.318
1,112,2034,8981.402
1,112,2035,9038.355
1,112,2036,9100.672
1,112,2037,9161.725
1,112,2038,9221.399
1,112,2039,9279.832
1,112,2040,9336.907
1,112,2041,9392.646
1,112,2042,9447.146
1,112,2043,9500.44
1,112,2044,9552.564
1,112,2045,9603.505
1,112,2046,9653.249
1,112,2047,9701.782
1,112,2048,9749.109
1,112,2049,9795.269
1,112,2050,9840.26
1,113,2011,22840
1,113,2012,23078.28
1,113,2013,23235.45
1,113,2014,23467.62
1,113,2015,23701.46
1,113,2016,23939.91
1,113,2017,24178.36
1,113,2018,24411.32
1,113,2019,24641.18
1,113,2020,24868.86
1,113,2021,25094.4
1,113,2022,25317.09
1,113,2023,25537.52
1,113,2024,25755.67
1,113,2025,25969.62
1,113,2026,26180.44
1,113,2027,26387.02
1,113,2028,26589.69
1,113,2029,26788.3
1,113,2030,26982.84
1,113,2031,27173.29
1,113,2032,27359.65
1,113,2033,27541.92
1,113,2034,27721.2
1,113,2035,27896.99
1,113,2036,28089.33
1,113,2037,28277.77
1,113,2038,28461.95
1,113,2039,28642.31
1,113,2040,28818.47
1,113,2041,28990.51
1,113,2042,29158.72
1,113,2043,29323.22
1,113,2044,29484.1
1,113,2045,29641.33
1,113,2046,29794.86
1,113,2047,29944.66
1,113,2048,30090.73
1,113,2049,30233.21
1,113,2050,30372.07
1,114,2011,6272.556
1,114,2012,6337.995
1,114,2013,6381.159
1,114,2014,6444.92
1,114,2015,6509.141
1,114,2016,6574.625
1,114,2017,6640.11
1,114,2018,6704.087
1,114,2019,6767.214
1,114,2020,6829.741
1,114,2021,6891.684
1,114,2022,6952.839
1,114,2023,7013.375
1,114,2024,7073.287
1,114,2025,7132.044
1,114,2026,7189.942
1,114,2027,7246.676
1,114,2028,7302.333
1,114,2029,7356.879
1,114,2030,7410.306
1,114,2031,7462.608
1,114,2032,7513.788
1,114,2033,7563.846
1,114,2034,7613.081
1,114,2035,7661.358
1,114,2036,7714.18
1,114,2037,7765.931
1,114,2038,7816.515
1,114,2039,7866.045
1,114,2040,7914.425
1,114,2041,7961.672
1,114,2042,8007.868
1,114,2043,8053.044
1,114,2044,8097.226
1,114,2045,8140.406
1,114,2046,8182.571
1,114,2047,8223.711
1,114,2048,8263.827
1,114,2049,8302.955
1,114,2050,8341.091
1,115,2011,7082.711
1,115,2012,7156.602
1,115,2013,7205.341
1,115,2014,7277.338
1,115,2015,7349.853
1,115,2016,7423.794
1,115,2017,7497.738
1,115,2018,7569.978
1,115,2019,7641.259
1,115,2020,7711.862
1,115,2021,7781.804
1,115,2022,7850.859
1,115,2023,7919.213
1,115,2024,7986.863
1,115,2025,8053.209
1,115,2026,8118.585
1,115,2027,8182.646
1,115,2028,8245.493
1,115,2029,8307.084
1,115,2030,8367.411
1,115,2031,8426.469
1,115,2032,8484.259
1,115,2033,8540.782
1,115,2034,8596.376
1,115,2035,8650.889
1,115,2036,8710.533
1,115,2037,8768.969
1,115,2038,8826.085
1,115,2039,8882.013
1,115,2040,8936.642
1,115,2041,8989.991
1,115,2042,9042.153
1,115,2043,9093.164
1,115,2044,9143.053
1,115,2045,9191.81
1,115,2046,9239.421
1,115,2047,9285.874
1,115,2048,9331.173
1,115,2049,9375.354
1,115,2050,9418.415
1,116,2011,25457.29
1,116,2012,25722.88
1,116,2013,25898.06
1,116,2014,26156.84
1,116,2015,26417.47
1,116,2016,26683.24
1,116,2017,26949.02
1,116,2018,27208.67
1,116,2019,27464.87
1,116,2020,27718.64
1,116,2021,27970.03
1,116,2022,28218.24
1,116,2023,28463.92
1,116,2024,28707.07
1,116,2025,28945.54
1,116,2026,29180.52
1,116,2027,29410.78
1,116,2028,29636.66
1,116,2029,29858.04
1,116,2030,30074.87
1,116,2031,30287.14
1,116,2032,30494.86
1,116,2033,30698.02
1,116,2034,30897.84
1,116,2035,31093.77
1,116,2036,31308.15
1,116,2037,31518.19
1,116,2038,31723.48
1,116,2039,31924.5
1,116,2040,32120.85
1,116,2041,32312.6
1,116,2042,32500.09
1,116,2043,32683.44
1,116,2044,32862.75
1,116,2045,33038
1,116,2046,33209.12
1,116,2047,33376.09
1,116,2048,33538.91
1,116,2049,33697.71
1,116,2050,33852.48
1,117,2011,3774.947
1,117,2012,3814.33
1,117,2013,3840.306
1,117,2014,3878.679
1,117,2015,3917.328
1,117,2016,3956.738
1,117,2017,3996.148
1,117,2018,4034.651
1,117,2019,4072.642
1,117,2020,4110.272
1,117,2021,4147.55
1,117,2022,4184.355
1,117,2023,4220.787
1,117,2024,4256.842
1,117,2025,4292.204
1,117,2026,4327.048
1,117,2027,4361.191
1,117,2028,4394.687
1,117,2029,4427.514
1,117,2030,4459.667
1,117,2031,4491.144
1,117,2032,4521.944
1,117,2033,4552.071
1,117,2034,4581.701
1,117,2035,4610.755
1,117,2036,4642.544
1,117,2037,4673.689
1,117,2038,4704.131
1,117,2039,4733.94
1,117,2040,4763.056
1,117,2041,4791.49
1,117,2042,4819.292
1,117,2043,4846.479
1,117,2044,4873.069
1,117,2045,4899.056
1,117,2046,4924.432
1,117,2047,4949.19
1,117,2048,4973.333
1,117,2049,4996.881
1,117,2050,5019.832
1,118,2011,8166.347
1,118,2012,8251.544
1,118,2013,8307.739
1,118,2014,8390.752
1,118,2015,8474.36
1,118,2016,8559.615
1,118,2017,8644.873
1,118,2018,8728.165
1,118,2019,8810.352
1,118,2020,8891.757
1,118,2021,8972.4
1,118,2022,9052.021
1,118,2023,9130.833
1,118,2024,9208.832
1,118,2025,9285.33
1,118,2026,9360.707
1,118,2027,9434.57
1,118,2028,9507.032
1,118,2029,9578.046
1,118,2030,9647.603
1,118,2031,9715.696
1,118,2032,9782.328
1,118,2033,9847.5
1,118,2034,9911.6
1,118,2035,9974.452
1,118,2036,10043.22
1,118,2037,10110.6
1,118,2038,10176.45
1,118,2039,10240.94
1,118,2040,10303.92
1,118,2041,10365.44
1,118,2042,10425.58
1,118,2043,10484.39
1,118,2044,10541.92
1,118,2045,10598.13
1,118,2046,10653.03
1,118,2047,10706.59
1,118,2048,10758.82
1,118,2049,10809.76
1,118,2050,10859.41
1,119,2011,21666.81
1,119,2012,21892.86
1,119,2013,22041.95
1,119,2014,22262.2
1,119,2015,22484.03
1,119,2016,22710.23
1,119,2017,22936.43
1,119,2018,23157.42
1,119,2019,23375.48
1,119,2020,23591.46
1,119,2021,23805.42
1,119,2022,24016.67
1,119,2023,24225.77
1,119,2024,24432.72
1,119,2025,24635.68
1,119,2026,24835.67
1,119,2027,25031.64
1,119,2028,25223.9
1,119,2029,25412.31
1,119,2030,25596.86
1,119,2031,25777.52
1,119,2032,25954.31
1,119,2033,26127.22
1,119,2034,26297.29
1,119,2035,26464.05
1,119,2036,26646.51
1,119,2037,26825.27
1,119,2038,26999.99
1,119,2039,27171.08
1,119,2040,27338.2
1,119,2041,27501.4
1,119,2042,27660.97
1,119,2043,27817.02
1,119,2044,27969.63
1,119,2045,28118.79
1,119,2046,28264.44
1,119,2047,28406.54
1,119,2048,28545.11
1,119,2049,28680.27
1,119,2050,28812
1,120,2011,10863.22
1,120,2012,10976.55
1,120,2013,11051.3
1,120,2014,11161.73
1,120,2015,11272.95
1,120,2016,11386.36
1,120,2017,11499.77
1,120,2018,11610.57
1,120,2019,11719.9
1,120,2020,11828.19
1,120,2021,11935.46
1,120,2022,12041.38
1,120,2023,12146.22
1,120,2024,12249.98
1,120,2025,12351.74
1,120,2026,12452.01
1,120,2027,12550.26
1,120,2028,12646.65
1,120,2029,12741.12
1,120,2030,12833.65
1,120,2031,12924.23
1,120,2032,13012.86
1,120,2033,13099.56
1,120,2034,13184.83
1,120,2035,13268.44
1,120,2036,13359.92
1,120,2037,13449.54
1,120,2038,13537.15
1,120,2039,13622.93
1,120,2040,13706.71
1,120,2041,13788.54
1,120,2042,13868.54
1,120,2043,13946.78
1,120,2044,14023.3
1,120,2045,14098.08
1,120,2046,14171.11
1,120,2047,14242.36
1,120,2048,14311.83
1,120,2049,14379.59
1,120,2050,14445.64
1,121,2011,5566.882
1,121,2012,5624.959
1,121,2013,5663.267
1,121,2014,5719.855
1,121,2015,5776.85
1,121,2016,5834.967
1,121,2017,5893.086
1,121,2018,5949.865
1,121,2019,6005.891
1,121,2020,6061.383
1,121,2021,6116.356
1,121,2022,6170.632
1,121,2023,6224.357
1,121,2024,6277.529
1,121,2025,6329.676
1,121,2026,6381.06
1,121,2027,6431.411
1,121,2028,6480.808
1,121,2029,6529.217
1,121,2030,6576.633
1,121,2031,6623.051
1,121,2032,6668.473
1,121,2033,6712.899
1,121,2034,6756.595
1,121,2035,6799.441
1,121,2036,6846.321
1,121,2037,6892.25
1,121,2038,6937.143
1,121,2039,6981.101
1,121,2040,7024.038
1,121,2041,7065.97
1,121,2042,7106.968
1,121,2043,7147.062
1,121,2044,7186.273
1,121,2045,7224.595
1,121,2046,7262.017
1,121,2047,7298.528
1,121,2048,7334.132
1,121,2049,7368.857
1,121,2050,7402.703
1,122,2011,7394.696
1,122,2012,7471.843
1,122,2013,7522.728
1,122,2014,7597.896
1,122,2015,7673.605
1,122,2016,7750.804
1,122,2017,7828.005
1,122,2018,7903.427
1,122,2019,7977.848
1,122,2020,8051.561
1,122,2021,8124.584
1,122,2022,8196.681
1,122,2023,8268.046
1,122,2024,8338.675
1,122,2025,8407.944
1,122,2026,8476.199
1,122,2027,8543.083
1,122,2028,8608.698
1,122,2029,8673.002
1,122,2030,8735.986
1,122,2031,8797.645
1,122,2032,8857.98
1,122,2033,8916.994
1,122,2034,8975.037
1,122,2035,9031.95
1,122,2036,9094.223
1,122,2037,9155.231
1,122,2038,9214.864
1,122,2039,9273.256
1,122,2040,9330.291
1,122,2041,9385.99
1,122,2042,9440.45
1,122,2043,9493.708
1,122,2044,9545.794
1,122,2045,9596.699
1,122,2046,9646.407
1,122,2047,9694.907
1,122,2048,9742.2
1,122,2049,9788.327
1,122,2050,9833.286
1,123,2011,2870.456
1,123,2012,2900.402
1,123,2013,2920.155
1,123,2014,2949.333
1,123,2015,2978.722
1,123,2016,3008.689
1,123,2017,3038.656
1,123,2018,3067.934
1,123,2019,3096.822
1,123,2020,3125.436
1,123,2021,3153.782
1,123,2022,3181.768
1,123,2023,3209.47
1,123,2024,3236.887
1,123,2025,3263.776
1,123,2026,3290.271
1,123,2027,3316.234
1,123,2028,3341.704
1,123,2029,3366.665
1,123,2030,3391.114
1,123,2031,3415.049
1,123,2032,3438.47
1,123,2033,3461.378
1,123,2034,3483.908
1,123,2035,3506.001
1,123,2036,3530.174
1,123,2037,3553.856
1,123,2038,3577.004
1,123,2039,3599.67
1,123,2040,3621.81
1,123,2041,3643.431
1,123,2042,3664.572
1,123,2043,3685.245
1,123,2044,3705.464
1,123,2045,3725.224
1,123,2046,3744.52
1,123,2047,3763.346
1,123,2048,3781.704
1,123,2049,3799.61
1,123,2050,3817.062
1,124,2011,38085.48
1,124,2012,38482.81
1,124,2013,38744.89
1,124,2014,39132.04
1,124,2015,39521.96
1,124,2016,39919.57
1,124,2017,40317.18
1,124,2018,40705.63
1,124,2019,41088.93
1,124,2020,41468.58
1,124,2021,41844.68
1,124,2022,42216
1,124,2023,42583.56
1,124,2024,42947.32
1,124,2025,43304.09
1,124,2026,43655.63
1,124,2027,44000.11
1,124,2028,44338.04
1,124,2029,44669.23
1,124,2030,44993.62
1,124,2031,45311.19
1,124,2032,45621.95
1,124,2033,45925.89
1,124,2034,46224.83
1,124,2035,46517.96
1,124,2036,46838.68
1,124,2037,47152.9
1,124,2038,47460.03
1,124,2039,47760.77
1,124,2040,48054.52
1,124,2041,48341.39
1,124,2042,48621.88
1,124,2043,48896.18
1,124,2044,49164.45
1,124,2045,49426.62
1,124,2046,49682.64
1,124,2047,49932.43
1,124,2048,50176.01
1,124,2049,50413.58
1,124,2050,50645.14
1,125,2011,29785.8
1,125,2012,30096.54
1,125,2013,30301.51
1,125,2014,30604.29
1,125,2015,30909.24
1,125,2016,31220.2
1,125,2017,31531.17
1,125,2018,31834.96
1,125,2019,32134.73
1,125,2020,32431.65
1,125,2021,32725.78
1,125,2022,33016.19
1,125,2023,33303.65
1,125,2024,33588.14
1,125,2025,33867.16
1,125,2026,34142.09
1,125,2027,34411.5
1,125,2028,34675.79
1,125,2029,34934.81
1,125,2030,35188.51
1,125,2031,35436.87
1,125,2032,35679.9
1,125,2033,35917.61
1,125,2034,36151.41
1,125,2035,36380.65
1,125,2036,36631.48
1,125,2037,36877.23
1,125,2038,37117.43
1,125,2039,37352.63
1,125,2040,37582.37
1,125,2041,37806.72
1,125,2042,38026.09
1,125,2043,38240.61
1,125,2044,38450.41
1,125,2045,38655.46
1,125,2046,38855.68
1,125,2047,39051.04
1,125,2048,39241.54
1,125,2049,39427.34
1,125,2050,39608.43
1,126,2011,11593.19
1,126,2012,11714.14
1,126,2013,11793.92
1,126,2014,11911.76
1,126,2015,12030.46
1,126,2016,12151.49
1,126,2017,12272.52
1,126,2018,12390.77
1,126,2019,12507.44
1,126,2020,12623
1,126,2021,12737.49
1,126,2022,12850.52
1,126,2023,12962.41
1,126,2024,13073.13
1,126,2025,13181.73
1,126,2026,13288.74
1,126,2027,13393.6
1,126,2028,13496.47
1,126,2029,13597.28
1,126,2030,13696.03
1,126,2031,13792.7
1,126,2032,13887.29
1,126,2033,13979.81
1,126,2034,14070.81
1,126,2035,14160.03
1,126,2036,14257.66
1,126,2037,14353.31
1,126,2038,14446.8
1,126,2039,14538.34
1,126,2040,14627.76
1,126,2041,14715.09
1,126,2042,14800.47
1,126,2043,14883.96
1,126,2044,14965.62
1,126,2045,15045.43
1,126,2046,15123.36
1,126,2047,15199.4
1,126,2048,15273.54
1,126,2049,15345.86
1,126,2050,15416.34
1,127,2011,6618.123
1,127,2012,6687.167
1,127,2013,6732.708
1,127,2014,6799.983
1,127,2015,6867.741
1,127,2016,6936.833
1,127,2017,7005.926
1,127,2018,7073.428
1,127,2019,7140.033
1,127,2020,7206.004
1,127,2021,7271.359
1,127,2022,7335.884
1,127,2023,7399.755
1,127,2024,7462.967
1,127,2025,7524.962
1,127,2026,7586.049
1,127,2027,7645.908
1,127,2028,7704.632
1,127,2029,7762.183
1,127,2030,7818.553
1,127,2031,7873.737
1,127,2032,7927.736
1,127,2033,7980.553
1,127,2034,8032.5
1,127,2035,8083.437
1,127,2036,8139.168
1,127,2037,8193.771
1,127,2038,8247.141
1,127,2039,8299.4
1,127,2040,8350.445
1,127,2041,8400.296
1,127,2042,8449.036
1,127,2043,8496.701
1,127,2044,8543.317
1,127,2045,8588.876
1,127,2046,8633.364
1,127,2047,8676.771
1,127,2048,8719.097
1,127,2049,8760.38
1,127,2050,8800.617
1,128,2011,12375.78
1,128,2012,12504.89
1,128,2013,12590.05
1,128,2014,12715.85
1,128,2015,12842.56
1,128,2016,12971.76
1,128,2017,13100.96
1,128,2018,13227.19
1,128,2019,13351.74
1,128,2020,13475.1
1,128,2021,13597.32
1,128,2022,13717.98
1,128,2023,13837.41
1,128,2024,13955.62
1,128,2025,14071.55
1,128,2026,14185.78
1,128,2027,14297.72
1,128,2028,14407.53
1,128,2029,14515.15
1,128,2030,14620.56
1,128,2031,14723.75
1,128,2032,14824.73
1,128,2033,14923.5
1,128,2034,15020.64
1,128,2035,15115.89
1,128,2036,15220.1
1,128,2037,15322.21
1,128,2038,15422.01
1,128,2039,15519.73
1,128,2040,15615.19
1,128,2041,15708.41
1,128,2042,15799.55
1,128,2043,15888.68
1,128,2044,15975.86
1,128,2045,16061.05
1,128,2046,16144.24
1,128,2047,16225.41
1,128,2048,16304.56
1,128,2049,16381.76
1,128,2050,16457
1,129,2011,4381.605
1,129,2012,4427.317
1,129,2013,4457.468
1,129,2014,4502.008
1,129,2015,4546.868
1,129,2016,4592.611
1,129,2017,4638.355
1,129,2018,4683.045
1,129,2019,4727.142
1,129,2020,4770.819
1,129,2021,4814.088
1,129,2022,4856.808
1,129,2023,4899.094
1,129,2024,4940.944
1,129,2025,4981.989
1,129,2026,5022.432
1,129,2027,5062.063
1,129,2028,5100.942
1,129,2029,5139.044
1,129,2030,5176.364
1,129,2031,5212.899
1,129,2032,5248.65
1,129,2033,5283.618
1,129,2034,5318.01
1,129,2035,5351.733
1,129,2036,5388.631
1,129,2037,5424.781
1,129,2038,5460.116
1,129,2039,5494.714
1,129,2040,5528.51
1,129,2041,5561.514
1,129,2042,5593.783
1,129,2043,5625.34
1,129,2044,5656.203
1,129,2045,5686.365
1,129,2046,5715.819
1,129,2047,5744.557
1,129,2048,5772.58
1,129,2049,5799.912
1,129,2050,5826.551
1,130,2011,10505.48
1,130,2012,10615.08
1,130,2013,10687.37
1,130,2014,10794.16
1,130,2015,10901.72
1,130,2016,11011.4
1,130,2017,11121.07
1,130,2018,11228.22
1,130,2019,11333.95
1,130,2020,11438.67
1,130,2021,11542.42
1,130,2022,11644.84
1,130,2023,11746.23
1,130,2024,11846.57
1,130,2025,11944.98
1,130,2026,12041.95
1,130,2027,12136.97
1,130,2028,12230.19
1,130,2029,12321.54
1,130,2030,12411.02
1,130,2031,12498.62
1,130,2032,12584.34
1,130,2033,12668.18
1,130,2034,12750.64
1,130,2035,12831.49
1,130,2036,12919.96
1,130,2037,13006.64
1,130,2038,13091.35
1,130,2039,13174.31
1,130,2040,13255.34
1,130,2041,13334.47
1,130,2042,13411.84
1,130,2043,13487.5
1,130,2044,13561.5
1,130,2045,13633.82
1,130,2046,13704.44
1,130,2047,13773.34
1,130,2048,13840.53
1,130,2049,13906.06
1,130,2050,13969.93
1,131,2011,6584.622
1,131,2012,6653.316
1,131,2013,6698.627
1,131,2014,6765.562
1,131,2015,6832.977
1,131,2016,6901.718
1,131,2017,6970.462
1,131,2018,7037.622
1,131,2019,7103.89
1,131,2020,7169.527
1,131,2021,7234.551
1,131,2022,7298.75
1,131,2023,7362.297
1,131,2024,7425.189
1,131,2025,7486.87
1,131,2026,7547.648
1,131,2027,7607.205
1,131,2028,7665.631
1,131,2029,7722.891
1,131,2030,7778.976
1,131,2031,7833.88
1,131,2032,7887.605
1,131,2033,7940.155
1,131,2034,7991.839
1,131,2035,8042.518
1,131,2036,8097.968
1,131,2037,8152.294
1,131,2038,8205.394
1,131,2039,8257.388
1,131,2040,8308.175
1,131,2041,8357.773
1,131,2042,8406.267
1,131,2043,8453.69
1,131,2044,8500.07
1,131,2045,8545.398
1,131,2046,8589.662
1,131,2047,8632.849
1,131,2048,8674.961
1,131,2049,8716.035
1,131,2050,8756.068
1,132,2011,4076.019
1,132,2012,4118.542
1,132,2013,4146.591
1,132,2014,4188.024
1,132,2015,4229.756
1,132,2016,4272.309
1,132,2017,4314.862
1,132,2018,4356.436
1,132,2019,4397.457
1,132,2020,4438.088
1,132,2021,4478.339
1,132,2022,4518.08
1,132,2023,4557.417
1,132,2024,4596.348
1,132,2025,4634.53
1,132,2026,4672.153
1,132,2027,4709.02
1,132,2028,4745.187
1,132,2029,4780.631
1,132,2030,4815.349
1,132,2031,4849.336
1,132,2032,4882.593
1,132,2033,4915.123
1,132,2034,4947.116
1,132,2035,4978.487
1,132,2036,5012.812
1,132,2037,5046.441
1,132,2038,5079.311
1,132,2039,5111.497
1,132,2040,5142.935
1,132,2041,5173.637
1,132,2042,5203.656
1,132,2043,5233.012
1,132,2044,5261.722
1,132,2045,5289.781
1,132,2046,5317.181
1,132,2047,5343.914
1,132,2048,5369.983
1,132,2049,5395.409
1,132,2050,5420.19
1,133,2011,11282.37
1,133,2012,11400.07
1,133,2013,11477.71
1,133,2014,11592.4
1,133,2015,11707.91
1,133,2016,11825.7
1,133,2017,11943.48
1,133,2018,12058.56
1,133,2019,12172.11
1,133,2020,12284.57
1,133,2021,12395.99
1,133,2022,12505.99
1,133,2023,12614.87
1,133,2024,12722.63
1,133,2025,12828.32
1,133,2026,12932.46
1,133,2027,13034.51
1,133,2028,13134.62
1,133,2029,13232.73
1,133,2030,13328.83
1,133,2031,13422.9
1,133,2032,13514.96
1,133,2033,13605
1,133,2034,13693.55
1,133,2035,13780.39
1,133,2036,13875.4
1,133,2037,13968.48
1,133,2038,14059.47
1,133,2039,14148.56
1,133,2040,14235.58
1,133,2041,14320.56
1,133,2042,14403.65
1,133,2043,14484.91
1,133,2044,14564.38
1,133,2045,14642.05
1,133,2046,14717.89
1,133,2047,14791.89
1,133,2048,14864.04
1,133,2049,14934.42
1,133,2050,15003.02
1,134,2011,6126.667
1,134,2012,6190.584
1,134,2013,6232.744
1,134,2014,6295.022
1,134,2015,6357.749
1,134,2016,6421.709
1,134,2017,6485.672
1,134,2018,6548.161
1,134,2019,6609.82
1,134,2020,6670.893
1,134,2021,6731.395
1,134,2022,6791.128
1,134,2023,6850.256
1,134,2024,6908.773
1,134,2025,6966.165
1,134,2026,7022.716
1,134,2027,7078.13
1,134,2028,7132.493
1,134,2029,7185.771
1,134,2030,7237.954
1,134,2031,7289.04
1,134,2032,7339.029
1,134,2033,7387.924
1,134,2034,7436.013
1,134,2035,7483.167
1,134,2036,7534.761
1,134,2037,7585.309
1,134,2038,7634.715
1,134,2039,7683.094
1,134,2040,7730.349
1,134,2041,7776.497
1,134,2042,7821.618
1,134,2043,7865.744
1,134,2044,7908.898
1,134,2045,7951.074
1,134,2046,7992.258
1,134,2047,8032.441
1,134,2048,8071.625
1,134,2049,8109.842
1,134,2050,8147.091
1,135,2011,6422.061
1,135,2012,6489.06
1,135,2013,6533.252
1,135,2014,6598.534
1,135,2015,6664.285
1,135,2016,6731.33
1,135,2017,6798.376
1,135,2018,6863.878
1,135,2019,6928.51
1,135,2020,6992.527
1,135,2021,7055.945
1,135,2022,7118.559
1,135,2023,7180.538
1,135,2024,7241.877
1,135,2025,7302.035
1,135,2026,7361.312
1,135,2027,7419.399
1,135,2028,7476.383
1,135,2029,7532.229
1,135,2030,7586.929
1,135,2031,7640.478
1,135,2032,7692.877
1,135,2033,7744.129
1,135,2034,7794.537
1,135,2035,7843.965
1,135,2036,7898.046
1,135,2037,7951.031
1,135,2038,8002.82
1,135,2039,8053.531
1,135,2040,8103.064
1,135,2041,8151.438
1,135,2042,8198.733
1,135,2043,8244.986
1,135,2044,8290.222
1,135,2045,8334.431
1,135,2046,8377.602
1,135,2047,8419.722
1,135,2048,8460.794
1,135,2049,8500.854
1,135,2050,8539.899
1,136,2011,34781.03
1,136,2012,35143.88
1,136,2013,35383.22
1,136,2014,35736.78
1,136,2015,36092.88
1,136,2016,36455.98
1,136,2017,36819.1
1,136,2018,37173.85
1,136,2019,37523.89
1,136,2020,37870.59
1,136,2021,38214.06
1,136,2022,38553.17
1,136,2023,38888.84
1,136,2024,39221.04
1,136,2025,39546.85
1,136,2026,39867.89
1,136,2027,40182.47
1,136,2028,40491.09
1,136,2029,40793.55
1,136,2030,41089.79
1,136,2031,41379.81
1,136,2032,41663.6
1,136,2033,41941.17
1,136,2034,42214.18
1,136,2035,42481.87
1,136,2036,42774.77
1,136,2037,43061.72
1,136,2038,43342.2
1,136,2039,43616.85
1,136,2040,43885.11
1,136,2041,44147.1
1,136,2042,44403.25
1,136,2043,44653.75
1,136,2044,44898.73
1,136,2045,45138.17
1,136,2046,45371.97
1,136,2047,45600.09
1,136,2048,45822.53
1,136,2049,46039.49
1,136,2050,46250.96
1,137,2011,10418
1,137,2012,10526.68
1,137,2013,10598.37
1,137,2014,10704.28
1,137,2015,10810.94
1,137,2016,10919.7
1,137,2017,11028.46
1,137,2018,11134.72
1,137,2019,11239.57
1,137,2020,11343.42
1,137,2021,11446.3
1,137,2022,11547.87
1,137,2023,11648.41
1,137,2024,11747.92
1,137,2025,11845.51
1,137,2026,11941.67
1,137,2027,12035.9
1,137,2028,12128.34
1,137,2029,12218.93
1,137,2030,12307.67
1,137,2031,12394.54
1,137,2032,12479.54
1,137,2033,12562.68
1,137,2034,12644.46
1,137,2035,12724.64
1,137,2036,12812.37
1,137,2037,12898.32
1,137,2038,12982.34
1,137,2039,13064.6
1,137,2040,13144.95
1,137,2041,13223.43
1,137,2042,13300.15
1,137,2043,13375.18
1,137,2044,13448.57
1,137,2045,13520.28
1,137,2046,13590.31
1,137,2047,13658.64
1,137,2048,13725.27
1,137,2049,13790.26
1,137,2050,13853.6
1,138,2011,13757.39
1,138,2012,13900.91
1,138,2013,13995.58
1,138,2014,14135.43
1,138,2015,14276.28
1,138,2016,14419.9
1,138,2017,14563.53
1,138,2018,14703.85
1,138,2019,14842.3
1,138,2020,14979.44
1,138,2021,15115.3
1,138,2022,15249.43
1,138,2023,15382.2
1,138,2024,15513.6
1,138,2025,15642.47
1,138,2026,15769.46
1,138,2027,15893.89
1,138,2028,16015.96
1,138,2029,16135.6
1,138,2030,16252.77
1,138,2031,16367.49
1,138,2032,16479.74
1,138,2033,16589.53
1,138,2034,16697.51
1,138,2035,16803.4
1,138,2036,16919.25
1,138,2037,17032.76
1,138,2038,17143.7
1,138,2039,17252.33
1,138,2040,17358.44
1,138,2041,17462.07
1,138,2042,17563.39
1,138,2043,17662.47
1,138,2044,17759.37
1,138,2045,17854.08
1,138,2046,17946.56
1,138,2047,18036.79
1,138,2048,18124.78
1,138,2049,18210.59
1,138,2050,18294.23
1,139,2011,15840.87
1,139,2012,16006.14
1,139,2013,16115.14
1,139,2014,16276.17
1,139,2015,16438.35
1,139,2016,16603.73
1,139,2017,16769.11
1,139,2018,16930.68
1,139,2019,17090.1
1,139,2020,17248.01
1,139,2021,17404.44
1,139,2022,17558.88
1,139,2023,17711.76
1,139,2024,17863.06
1,139,2025,18011.45
1,139,2026,18157.66
1,139,2027,18300.94
1,139,2028,18441.5
1,139,2029,18579.25
1,139,2030,18714.18
1,139,2031,18846.26
1,139,2032,18975.51
1,139,2033,19101.93
1,139,2034,19226.27
1,139,2035,19348.19
1,139,2036,19481.59
1,139,2037,19612.28
1,139,2038,19740.03
1,139,2039,19865.11
1,139,2040,19987.29
1,139,2041,20106.61
1,139,2042,20223.28
1,139,2043,20337.37
1,139,2044,20448.94
1,139,2045,20557.99
1,139,2046,20664.48
1,139,2047,20768.37
1,139,2048,20869.68
1,139,2049,20968.5
1,139,2050,21064.81
1,140,2011,14211.69
1,140,2012,14359.95
1,140,2013,14457.75
1,140,2014,14602.21
1,140,2015,14747.71
1,140,2016,14896.08
1,140,2017,15044.45
1,140,2018,15189.4
1,140,2019,15332.43
1,140,2020,15474.1
1,140,2021,15614.44
1,140,2022,15753
1,140,2023,15890.15
1,140,2024,16025.9
1,140,2025,16159.02
1,140,2026,16290.2
1,140,2027,16418.74
1,140,2028,16544.85
1,140,2029,16668.43
1,140,2030,16789.48
1,140,2031,16907.98
1,140,2032,17023.94
1,140,2033,17137.35
1,140,2034,17248.9
1,140,2035,17358.29
1,140,2036,17477.96
1,140,2037,17595.21
1,140,2038,17709.82
1,140,2039,17822.04
